,Relationship,full_community_id_source,name_source,Ar_target,AtomicNumber_target,Density_target,MeltingPoint_target,Symbol_target,full_community_id_target,name_target
3622,IS_COMPOSED_OF,1387,C43500,1538,321,26,1538,55.845,IRON,Fe
3623,IS_COMPOSED_OF,1387,C43500,1085,319,29,1085,63.546,COPPER,Cu
3624,IS_COMPOSED_OF,1387,C43500,327.5,329,82,327.5,207.2,LEAD,Pb
3625,IS_COMPOSED_OF,1387,C43500,1085,319,29,1085,63.546,COPPER,Cu
3626,IS_COMPOSED_OF,1387,C43500,231.9,326,50,231.9,118.71,TIN,Sn
3627,IS_COMPOSED_OF,1388,C43600,1085,319,29,1085,63.546,COPPER,Cu
3628,IS_COMPOSED_OF,1388,C43600,419.5,328,30,419.5,65.38,ZINC,Zn
3629,IS_COMPOSED_OF,1388,C43600,327.5,329,82,327.5,207.2,LEAD,Pb
3630,IS_COMPOSED_OF,1388,C43600,1538,321,26,1538,55.845,IRON,Fe
3631,IS_COMPOSED_OF,1388,C43600,231.9,326,50,231.9,118.71,TIN,Sn
3632,IS_COMPOSED_OF,1388,C43600,1085,319,29,1085,63.546,COPPER,Cu
3633,IS_COMPOSED_OF,1388,C43600,231.9,326,50,231.9,118.71,TIN,Sn
3634,IS_COMPOSED_OF,1389,C43800,1538,321,26,1538,55.845,IRON,Fe
3635,IS_COMPOSED_OF,1389,C43800,419.5,328,30,419.5,65.38,ZINC,Zn
3636,IS_COMPOSED_OF,1389,C43800,327.5,329,82,327.5,207.2,LEAD,Pb
3637,IS_COMPOSED_OF,1389,C43800,1085,319,29,1085,63.546,COPPER,Cu
3638,IS_COMPOSED_OF,1389,C43800,231.9,326,50,231.9,118.71,TIN,Sn
3639,IS_COMPOSED_OF,1389,C43800,231.9,326,50,231.9,118.71,TIN,Sn
3640,IS_COMPOSED_OF,1389,C43800,1085,319,29,1085,63.546,COPPER,Cu
3641,IS_COMPOSED_OF,1390,C44200,419.5,328,30,419.5,65.38,ZINC,Zn
3642,IS_COMPOSED_OF,1390,C44200,1538,321,26,1538,55.845,IRON,Fe
3643,IS_COMPOSED_OF,1390,C44200,231.9,326,50,231.9,118.71,TIN,Sn
3644,IS_COMPOSED_OF,1390,C44200,1085,319,29,1085,63.546,COPPER,Cu
3645,IS_COMPOSED_OF,1390,C44200,327.5,329,82,327.5,207.2,LEAD,Pb
3646,IS_COMPOSED_OF,1390,C44200,1085,319,29,1085,63.546,COPPER,Cu
3647,IS_COMPOSED_OF,1390,C44200,231.9,326,50,231.9,118.71,TIN,Sn
3648,IS_COMPOSED_OF,1391,C44250,1455,327,28,1455,58.6934,NICKEL,Ni
3649,IS_COMPOSED_OF,1391,C44250,231.9,326,50,231.9,118.71,TIN,Sn
3650,IS_COMPOSED_OF,1391,C44250,1085,319,29,1085,63.546,COPPER,Cu
3651,IS_COMPOSED_OF,1391,C44250,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3652,IS_COMPOSED_OF,1391,C44250,1538,321,26,1538,55.845,IRON,Fe
3653,IS_COMPOSED_OF,1391,C44250,419.5,328,30,419.5,65.38,ZINC,Zn
3654,IS_COMPOSED_OF,1391,C44250,327.5,329,82,327.5,207.2,LEAD,Pb
3655,IS_COMPOSED_OF,1391,C44250,231.9,326,50,231.9,118.71,TIN,Sn
3656,IS_COMPOSED_OF,1391,C44250,1085,319,29,1085,63.546,COPPER,Cu
3657,IS_COMPOSED_OF,1392,C44300,1085,319,29,1085,63.546,COPPER,Cu
3658,IS_COMPOSED_OF,1392,C44300,231.9,326,50,231.9,118.71,TIN,Sn
3659,IS_COMPOSED_OF,1392,C44300,327.5,329,82,327.5,207.2,LEAD,Pb
3660,IS_COMPOSED_OF,1392,C44300,419.5,328,30,419.5,65.38,ZINC,Zn
3661,IS_COMPOSED_OF,1392,C44300,1538,321,26,1538,55.845,IRON,Fe
3662,IS_COMPOSED_OF,1392,C44300,816.8,944,33,816.8,74.9216,ARSENIC,As
3663,IS_COMPOSED_OF,1392,C44300,1085,319,29,1085,63.546,COPPER,Cu
3664,IS_COMPOSED_OF,1392,C44300,231.9,326,50,231.9,118.71,TIN,Sn
3665,IS_COMPOSED_OF,1392,C44300,816.8,944,33,816.8,74.9216,ARSENIC,As
3666,IS_COMPOSED_OF,1393,C44400,1085,319,29,1085,63.546,COPPER,Cu
3667,IS_COMPOSED_OF,1393,C44400,1538,321,26,1538,55.845,IRON,Fe
3668,IS_COMPOSED_OF,1393,C44400,419.5,328,30,419.5,65.38,ZINC,Zn
3669,IS_COMPOSED_OF,1393,C44400,231.9,326,50,231.9,118.71,TIN,Sn
3670,IS_COMPOSED_OF,1393,C44400,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3671,IS_COMPOSED_OF,1393,C44400,327.5,329,82,327.5,207.2,LEAD,Pb
3672,IS_COMPOSED_OF,1393,C44400,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3673,IS_COMPOSED_OF,1393,C44400,231.9,326,50,231.9,118.71,TIN,Sn
3674,IS_COMPOSED_OF,1393,C44400,1085,319,29,1085,63.546,COPPER,Cu
3675,IS_COMPOSED_OF,1394,C44500,1538,321,26,1538,55.845,IRON,Fe
3676,IS_COMPOSED_OF,1394,C44500,1085,319,29,1085,63.546,COPPER,Cu
3677,IS_COMPOSED_OF,1394,C44500,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3678,IS_COMPOSED_OF,1394,C44500,231.9,326,50,231.9,118.71,TIN,Sn
3679,IS_COMPOSED_OF,1394,C44500,419.5,328,30,419.5,65.38,ZINC,Zn
3680,IS_COMPOSED_OF,1394,C44500,327.5,329,82,327.5,207.2,LEAD,Pb
3681,IS_COMPOSED_OF,1394,C44500,231.9,326,50,231.9,118.71,TIN,Sn
3682,IS_COMPOSED_OF,1394,C44500,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3683,IS_COMPOSED_OF,1394,C44500,1085,319,29,1085,63.546,COPPER,Cu
3684,IS_COMPOSED_OF,1395,C44710,1538,321,26,1538,55.845,IRON,Fe
3685,IS_COMPOSED_OF,1395,C44710,327.5,329,82,327.5,207.2,LEAD,Pb
3686,IS_COMPOSED_OF,1395,C44710,231.9,326,50,231.9,118.71,TIN,Sn
3687,IS_COMPOSED_OF,1395,C44710,1085,319,29,1085,63.546,COPPER,Cu
3688,IS_COMPOSED_OF,1395,C44710,1455,327,28,1455,58.6934,NICKEL,Ni
3689,IS_COMPOSED_OF,1395,C44710,419.5,328,30,419.5,65.38,ZINC,Zn
3690,IS_COMPOSED_OF,1395,C44710,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3691,IS_COMPOSED_OF,1395,C44710,1455,327,28,1455,58.6934,NICKEL,Ni
3692,IS_COMPOSED_OF,1395,C44710,231.9,326,50,231.9,118.71,TIN,Sn
3693,IS_COMPOSED_OF,1395,C44710,1085,319,29,1085,63.546,COPPER,Cu
3694,IS_COMPOSED_OF,1395,C44710,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3695,IS_COMPOSED_OF,1396,C44730,1414,333,14,1414,28.0855,SILICON,Si
3696,IS_COMPOSED_OF,1396,C44730,1246,330,25,1246,54.938044,MANGANESE,Mn
3697,IS_COMPOSED_OF,1396,C44730,231.9,326,50,231.9,118.71,TIN,Sn
3698,IS_COMPOSED_OF,1396,C44730,327.5,329,82,327.5,207.2,LEAD,Pb
3699,IS_COMPOSED_OF,1396,C44730,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3700,IS_COMPOSED_OF,1396,C44730,419.5,328,30,419.5,65.38,ZINC,Zn
3701,IS_COMPOSED_OF,1396,C44730,650,323,12,650,24.305,MAGNESIUM,Mg
3702,IS_COMPOSED_OF,1396,C44730,1085,319,29,1085,63.546,COPPER,Cu
3703,IS_COMPOSED_OF,1396,C44730,1907,431,24,1907,51.9961,CHROMIUM,Cr
3704,IS_COMPOSED_OF,1396,C44730,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
3705,IS_COMPOSED_OF,1396,C44730,1538,321,26,1538,55.845,IRON,Fe
3706,IS_COMPOSED_OF,1396,C44730,1455,327,28,1455,58.6934,NICKEL,Ni
3707,IS_COMPOSED_OF,1396,C44730,231.9,326,50,231.9,118.71,TIN,Sn
3708,IS_COMPOSED_OF,1396,C44730,419.5,328,30,419.5,65.38,ZINC,Zn
3709,IS_COMPOSED_OF,1396,C44730,1455,327,28,1455,58.6934,NICKEL,Ni
3710,IS_COMPOSED_OF,1397,C44750,327.5,329,82,327.5,207.2,LEAD,Pb
3711,IS_COMPOSED_OF,1397,C44750,419.5,328,30,419.5,65.38,ZINC,Zn
3712,IS_COMPOSED_OF,1397,C44750,1085,319,29,1085,63.546,COPPER,Cu
3713,IS_COMPOSED_OF,1397,C44750,231.9,326,50,231.9,118.71,TIN,Sn
3714,IS_COMPOSED_OF,1397,C44750,1538,321,26,1538,55.845,IRON,Fe
3715,IS_COMPOSED_OF,1397,C44750,419.5,328,30,419.5,65.38,ZINC,Zn
3716,IS_COMPOSED_OF,1397,C44750,231.9,326,50,231.9,118.71,TIN,Sn
3717,IS_COMPOSED_OF,1397,C44750,1538,321,26,1538,55.845,IRON,Fe
3718,IS_COMPOSED_OF,1398,C45450,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3719,IS_COMPOSED_OF,1398,C45450,419.5,328,30,419.5,65.38,ZINC,Zn
3720,IS_COMPOSED_OF,1398,C45450,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3721,IS_COMPOSED_OF,1398,C45450,231.9,326,50,231.9,118.71,TIN,Sn
3722,IS_COMPOSED_OF,1398,C45450,1085,319,29,1085,63.546,COPPER,Cu
3723,IS_COMPOSED_OF,1398,C45450,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3724,IS_COMPOSED_OF,1398,C45450,231.9,326,50,231.9,118.71,TIN,Sn
3725,IS_COMPOSED_OF,1398,C45450,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3726,IS_COMPOSED_OF,1398,C45450,1085,319,29,1085,63.546,COPPER,Cu
3727,IS_COMPOSED_OF,1399,C45470,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3728,IS_COMPOSED_OF,1399,C45470,231.9,326,50,231.9,118.71,TIN,Sn
3729,IS_COMPOSED_OF,1399,C45470,1085,319,29,1085,63.546,COPPER,Cu
3730,IS_COMPOSED_OF,1399,C45470,327.5,329,82,327.5,207.2,LEAD,Pb
3731,IS_COMPOSED_OF,1399,C45470,419.5,328,30,419.5,65.38,ZINC,Zn
3732,IS_COMPOSED_OF,1399,C45470,1085,319,29,1085,63.546,COPPER,Cu
3733,IS_COMPOSED_OF,1399,C45470,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3734,IS_COMPOSED_OF,1399,C45470,231.9,326,50,231.9,118.71,TIN,Sn
3735,IS_COMPOSED_OF,1400,C4620,327.5,329,82,327.5,207.2,LEAD,Pb
3736,IS_COMPOSED_OF,1400,C4620,231.9,326,50,231.9,118.71,TIN,Sn
3737,IS_COMPOSED_OF,1400,C4620,1085,319,29,1085,63.546,COPPER,Cu
3738,IS_COMPOSED_OF,1400,C4620,1538,321,26,1538,55.845,IRON,Fe
3739,IS_COMPOSED_OF,1400,C4620,419.5,328,30,419.5,65.38,ZINC,Zn
3740,IS_COMPOSED_OF,1400,C4620,1085,319,29,1085,63.546,COPPER,Cu
3741,IS_COMPOSED_OF,1400,C4620,231.9,326,50,231.9,118.71,TIN,Sn
3742,IS_COMPOSED_OF,1401,C46210,327.5,329,82,327.5,207.2,LEAD,Pb
3743,IS_COMPOSED_OF,1401,C46210,419.5,328,30,419.5,65.38,ZINC,Zn
3744,IS_COMPOSED_OF,1401,C46210,231.9,326,50,231.9,118.71,TIN,Sn
3745,IS_COMPOSED_OF,1401,C46210,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3746,IS_COMPOSED_OF,1401,C46210,1414,333,14,1414,28.0855,SILICON,Si
3747,IS_COMPOSED_OF,1401,C46210,1085,319,29,1085,63.546,COPPER,Cu
3748,IS_COMPOSED_OF,1401,C46210,1085,319,29,1085,63.546,COPPER,Cu
3749,IS_COMPOSED_OF,1402,C46250,1538,321,26,1538,55.845,IRON,Fe
3750,IS_COMPOSED_OF,1402,C46250,327.5,329,82,327.5,207.2,LEAD,Pb
3751,IS_COMPOSED_OF,1402,C46250,1085,319,29,1085,63.546,COPPER,Cu
3752,IS_COMPOSED_OF,1402,C46250,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3753,IS_COMPOSED_OF,1402,C46250,650,323,12,650,24.305,MAGNESIUM,Mg
3754,IS_COMPOSED_OF,1402,C46250,231.9,326,50,231.9,118.71,TIN,Sn
3755,IS_COMPOSED_OF,1402,C46250,419.5,328,30,419.5,65.38,ZINC,Zn
3756,IS_COMPOSED_OF,1402,C46250,650,323,12,650,24.305,MAGNESIUM,Mg
3757,IS_COMPOSED_OF,1402,C46250,231.9,326,50,231.9,118.71,TIN,Sn
3758,IS_COMPOSED_OF,1402,C46250,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3759,IS_COMPOSED_OF,1402,C46250,1085,319,29,1085,63.546,COPPER,Cu
3760,IS_COMPOSED_OF,1403,C46270,231.9,326,50,231.9,118.71,TIN,Sn
3761,IS_COMPOSED_OF,1403,C46270,1246,330,25,1246,54.938044,MANGANESE,Mn
3762,IS_COMPOSED_OF,1403,C46270,1455,327,28,1455,58.6934,NICKEL,Ni
3763,IS_COMPOSED_OF,1403,C46270,419.5,328,30,419.5,65.38,ZINC,Zn
3764,IS_COMPOSED_OF,1403,C46270,1085,319,29,1085,63.546,COPPER,Cu
3765,IS_COMPOSED_OF,1403,C46270,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3766,IS_COMPOSED_OF,1403,C46270,1414,333,14,1414,28.0855,SILICON,Si
3767,IS_COMPOSED_OF,1403,C46270,327.5,329,82,327.5,207.2,LEAD,Pb
3768,IS_COMPOSED_OF,1403,C46270,1538,321,26,1538,55.845,IRON,Fe
3769,IS_COMPOSED_OF,1403,C46270,231.9,326,50,231.9,118.71,TIN,Sn
3770,IS_COMPOSED_OF,1403,C46270,1414,333,14,1414,28.0855,SILICON,Si
3771,IS_COMPOSED_OF,1403,C46270,1085,319,29,1085,63.546,COPPER,Cu
3772,IS_COMPOSED_OF,1404,C46400,1085,319,29,1085,63.546,COPPER,Cu
3773,IS_COMPOSED_OF,1404,C46400,327.5,329,82,327.5,207.2,LEAD,Pb
3774,IS_COMPOSED_OF,1404,C46400,1538,321,26,1538,55.845,IRON,Fe
3775,IS_COMPOSED_OF,1404,C46400,231.9,326,50,231.9,118.71,TIN,Sn
3776,IS_COMPOSED_OF,1404,C46400,419.5,328,30,419.5,65.38,ZINC,Zn
3777,IS_COMPOSED_OF,1404,C46400,231.9,326,50,231.9,118.71,TIN,Sn
3778,IS_COMPOSED_OF,1404,C46400,1085,319,29,1085,63.546,COPPER,Cu
3779,IS_COMPOSED_OF,1405,C46420,1085,319,29,1085,63.546,COPPER,Cu
3780,IS_COMPOSED_OF,1405,C46420,327.5,329,82,327.5,207.2,LEAD,Pb
3781,IS_COMPOSED_OF,1405,C46420,419.5,328,30,419.5,65.38,ZINC,Zn
3782,IS_COMPOSED_OF,1405,C46420,231.9,326,50,231.9,118.71,TIN,Sn
3783,IS_COMPOSED_OF,1405,C46420,1538,321,26,1538,55.845,IRON,Fe
3784,IS_COMPOSED_OF,1405,C46420,1085,319,29,1085,63.546,COPPER,Cu
3785,IS_COMPOSED_OF,1405,C46420,231.9,326,50,231.9,118.71,TIN,Sn
3786,IS_COMPOSED_OF,1406,C46500,327.5,329,82,327.5,207.2,LEAD,Pb
3787,IS_COMPOSED_OF,1406,C46500,1085,319,29,1085,63.546,COPPER,Cu
3788,IS_COMPOSED_OF,1406,C46500,231.9,326,50,231.9,118.71,TIN,Sn
3789,IS_COMPOSED_OF,1406,C46500,816.8,944,33,816.8,74.9216,ARSENIC,As
3790,IS_COMPOSED_OF,1406,C46500,1538,321,26,1538,55.845,IRON,Fe
3791,IS_COMPOSED_OF,1406,C46500,419.5,328,30,419.5,65.38,ZINC,Zn
3792,IS_COMPOSED_OF,1406,C46500,1085,319,29,1085,63.546,COPPER,Cu
3793,IS_COMPOSED_OF,1406,C46500,231.9,326,50,231.9,118.71,TIN,Sn
3794,IS_COMPOSED_OF,1406,C46500,816.8,944,33,816.8,74.9216,ARSENIC,As
3795,IS_COMPOSED_OF,1407,C46600,1538,321,26,1538,55.845,IRON,Fe
3796,IS_COMPOSED_OF,1407,C46600,327.5,329,82,327.5,207.2,LEAD,Pb
3797,IS_COMPOSED_OF,1407,C46600,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3798,IS_COMPOSED_OF,1407,C46600,419.5,328,30,419.5,65.38,ZINC,Zn
3799,IS_COMPOSED_OF,1407,C46600,231.9,326,50,231.9,118.71,TIN,Sn
3800,IS_COMPOSED_OF,1407,C46600,1085,319,29,1085,63.546,COPPER,Cu
3801,IS_COMPOSED_OF,1407,C46600,231.9,326,50,231.9,118.71,TIN,Sn
3802,IS_COMPOSED_OF,1407,C46600,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3803,IS_COMPOSED_OF,1407,C46600,1085,319,29,1085,63.546,COPPER,Cu
3804,IS_COMPOSED_OF,1408,C46700,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3805,IS_COMPOSED_OF,1408,C46700,327.5,329,82,327.5,207.2,LEAD,Pb
3806,IS_COMPOSED_OF,1408,C46700,419.5,328,30,419.5,65.38,ZINC,Zn
3807,IS_COMPOSED_OF,1408,C46700,1538,321,26,1538,55.845,IRON,Fe
3808,IS_COMPOSED_OF,1408,C46700,1085,319,29,1085,63.546,COPPER,Cu
3809,IS_COMPOSED_OF,1408,C46700,231.9,326,50,231.9,118.71,TIN,Sn
3810,IS_COMPOSED_OF,1408,C46700,231.9,326,50,231.9,118.71,TIN,Sn
3811,IS_COMPOSED_OF,1408,C46700,1085,319,29,1085,63.546,COPPER,Cu
3812,IS_COMPOSED_OF,1408,C46700,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3813,IS_COMPOSED_OF,1409,C46750,419.5,328,30,419.5,65.38,ZINC,Zn
3814,IS_COMPOSED_OF,1409,C46750,1455,327,28,1455,58.6934,NICKEL,Ni
3815,IS_COMPOSED_OF,1409,C46750,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3816,IS_COMPOSED_OF,1409,C46750,1538,321,26,1538,55.845,IRON,Fe
3817,IS_COMPOSED_OF,1409,C46750,1085,319,29,1085,63.546,COPPER,Cu
3818,IS_COMPOSED_OF,1409,C46750,327.5,329,82,327.5,207.2,LEAD,Pb
3819,IS_COMPOSED_OF,1409,C46750,231.9,326,50,231.9,118.71,TIN,Sn
3820,IS_COMPOSED_OF,1409,C46750,1085,319,29,1085,63.546,COPPER,Cu
3821,IS_COMPOSED_OF,1409,C46750,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3822,IS_COMPOSED_OF,1409,C46750,231.9,326,50,231.9,118.71,TIN,Sn
3823,IS_COMPOSED_OF,1409,C46750,630.5,331,51,630.5,121.76,ANTIMONY,Sb
3824,IS_COMPOSED_OF,1410,C47000,660.3,322,13,660.3,26.981539,ALUMINUM,Al
3825,IS_COMPOSED_OF,1410,C47000,1085,319,29,1085,63.546,COPPER,Cu
3826,IS_COMPOSED_OF,1410,C47000,327.5,329,82,327.5,207.2,LEAD,Pb
3827,IS_COMPOSED_OF,1410,C47000,231.9,326,50,231.9,118.71,TIN,Sn
3828,IS_COMPOSED_OF,1410,C47000,419.5,328,30,419.5,65.38,ZINC,Zn
3829,IS_COMPOSED_OF,1410,C47000,231.9,326,50,231.9,118.71,TIN,Sn
3830,IS_COMPOSED_OF,1410,C47000,1085,319,29,1085,63.546,COPPER,Cu
3831,IS_COMPOSED_OF,1411,C47200,327.5,329,82,327.5,207.2,LEAD,Pb
3832,IS_COMPOSED_OF,1411,C47200,1085,319,29,1085,63.546,COPPER,Cu
3833,IS_COMPOSED_OF,1411,C47200,419.5,328,30,419.5,65.38,ZINC,Zn
3834,IS_COMPOSED_OF,1411,C47200,231.9,326,50,231.9,118.71,TIN,Sn
3835,IS_COMPOSED_OF,1411,C47200,1538,321,26,1538,55.845,IRON,Fe
3836,IS_COMPOSED_OF,1411,C47200,231.9,326,50,231.9,118.71,TIN,Sn
3837,IS_COMPOSED_OF,1411,C47200,1085,319,29,1085,63.546,COPPER,Cu
3838,IS_COMPOSED_OF,1412,C47600,1246,330,25,1246,54.938044,MANGANESE,Mn
3839,IS_COMPOSED_OF,1412,C47600,419.5,328,30,419.5,65.38,ZINC,Zn
3840,IS_COMPOSED_OF,1412,C47600,1085,319,29,1085,63.546,COPPER,Cu
3841,IS_COMPOSED_OF,1412,C47600,231.9,326,50,231.9,118.71,TIN,Sn
3842,IS_COMPOSED_OF,1412,C47600,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3843,IS_COMPOSED_OF,1412,C47600,327.5,329,82,327.5,207.2,LEAD,Pb
3844,IS_COMPOSED_OF,1412,C47600,1538,321,26,1538,55.845,IRON,Fe
3845,IS_COMPOSED_OF,1412,C47600,1246,330,25,1246,54.938044,MANGANESE,Mn
3846,IS_COMPOSED_OF,1412,C47600,1085,319,29,1085,63.546,COPPER,Cu
3847,IS_COMPOSED_OF,1412,C47600,327.5,329,82,327.5,207.2,LEAD,Pb
3848,IS_COMPOSED_OF,1412,C47600,231.9,326,50,231.9,118.71,TIN,Sn
3849,IS_COMPOSED_OF,1412,C47600,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3850,IS_COMPOSED_OF,1413,47940,1455,327,28,1455,58.6934,NICKEL,Ni
3851,IS_COMPOSED_OF,1413,47940,1085,319,29,1085,63.546,COPPER,Cu
3852,IS_COMPOSED_OF,1413,47940,1538,321,26,1538,55.845,IRON,Fe
3853,IS_COMPOSED_OF,1413,47940,327.5,329,82,327.5,207.2,LEAD,Pb
3854,IS_COMPOSED_OF,1413,47940,231.9,326,50,231.9,118.71,TIN,Sn
3855,IS_COMPOSED_OF,1413,47940,419.5,328,30,419.5,65.38,ZINC,Zn
3856,IS_COMPOSED_OF,1413,47940,1085,319,29,1085,63.546,COPPER,Cu
3857,IS_COMPOSED_OF,1413,47940,231.9,326,50,231.9,118.71,TIN,Sn
3858,IS_COMPOSED_OF,1413,47940,1538,321,26,1538,55.845,IRON,Fe
3859,IS_COMPOSED_OF,1413,47940,327.5,329,82,327.5,207.2,LEAD,Pb
3860,IS_COMPOSED_OF,1413,47940,1455,327,28,1455,58.6934,NICKEL,Ni
3861,IS_COMPOSED_OF,1414,C48200,231.9,326,50,231.9,118.71,TIN,Sn
3862,IS_COMPOSED_OF,1414,C48200,419.5,328,30,419.5,65.38,ZINC,Zn
3863,IS_COMPOSED_OF,1414,C48200,327.5,329,82,327.5,207.2,LEAD,Pb
3864,IS_COMPOSED_OF,1414,C48200,1538,321,26,1538,55.845,IRON,Fe
3865,IS_COMPOSED_OF,1414,C48200,1085,319,29,1085,63.546,COPPER,Cu
3866,IS_COMPOSED_OF,1414,C48200,1085,319,29,1085,63.546,COPPER,Cu
3867,IS_COMPOSED_OF,1414,C48200,327.5,329,82,327.5,207.2,LEAD,Pb
3868,IS_COMPOSED_OF,1414,C48200,231.9,326,50,231.9,118.71,TIN,Sn
3869,IS_COMPOSED_OF,1415,C48500,419.5,328,30,419.5,65.38,ZINC,Zn
3870,IS_COMPOSED_OF,1415,C48500,231.9,326,50,231.9,118.71,TIN,Sn
3871,IS_COMPOSED_OF,1415,C48500,1085,319,29,1085,63.546,COPPER,Cu
3872,IS_COMPOSED_OF,1415,C48500,1538,321,26,1538,55.845,IRON,Fe
3873,IS_COMPOSED_OF,1415,C48500,327.5,329,82,327.5,207.2,LEAD,Pb
3874,IS_COMPOSED_OF,1415,C48500,231.9,326,50,231.9,118.71,TIN,Sn
3875,IS_COMPOSED_OF,1415,C48500,1085,319,29,1085,63.546,COPPER,Cu
3876,IS_COMPOSED_OF,1415,C48500,327.5,329,82,327.5,207.2,LEAD,Pb
3877,IS_COMPOSED_OF,1416,C48510,1085,319,29,1085,63.546,COPPER,Cu
3878,IS_COMPOSED_OF,1416,C48510,816.8,944,33,816.8,74.9216,ARSENIC,As
3879,IS_COMPOSED_OF,1416,C48510,327.5,329,82,327.5,207.2,LEAD,Pb
3880,IS_COMPOSED_OF,1416,C48510,231.9,326,50,231.9,118.71,TIN,Sn
3881,IS_COMPOSED_OF,1416,C48510,419.5,328,30,419.5,65.38,ZINC,Zn
3882,IS_COMPOSED_OF,1416,C48510,816.8,944,33,816.8,74.9216,ARSENIC,As
3883,IS_COMPOSED_OF,1416,C48510,231.9,326,50,231.9,118.71,TIN,Sn
3884,IS_COMPOSED_OF,1416,C48510,327.5,329,82,327.5,207.2,LEAD,Pb
3885,IS_COMPOSED_OF,1416,C48510,1085,319,29,1085,63.546,COPPER,Cu
3886,IS_COMPOSED_OF,1417,C48600,419.5,328,30,419.5,65.38,ZINC,Zn
3887,IS_COMPOSED_OF,1417,C48600,231.9,326,50,231.9,118.71,TIN,Sn
3888,IS_COMPOSED_OF,1417,C48600,327.5,329,82,327.5,207.2,LEAD,Pb
3889,IS_COMPOSED_OF,1417,C48600,1085,319,29,1085,63.546,COPPER,Cu
3890,IS_COMPOSED_OF,1417,C48600,816.8,944,33,816.8,74.9216,ARSENIC,As
3891,IS_COMPOSED_OF,1417,C48600,1085,319,29,1085,63.546,COPPER,Cu
3892,IS_COMPOSED_OF,1417,C48600,816.8,944,33,816.8,74.9216,ARSENIC,As
3893,IS_COMPOSED_OF,1417,C48600,327.5,329,82,327.5,207.2,LEAD,Pb
3894,IS_COMPOSED_OF,1417,C48600,231.9,326,50,231.9,118.71,TIN,Sn
3895,IS_COMPOSED_OF,1418,C48640,327.5,329,82,327.5,207.2,LEAD,Pb
3896,IS_COMPOSED_OF,1418,C48640,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3897,IS_COMPOSED_OF,1418,C48640,419.5,328,30,419.5,65.38,ZINC,Zn
3898,IS_COMPOSED_OF,1418,C48640,1538,321,26,1538,55.845,IRON,Fe
3899,IS_COMPOSED_OF,1418,C48640,1085,319,29,1085,63.546,COPPER,Cu
3900,IS_COMPOSED_OF,1418,C48640,231.9,326,50,231.9,118.71,TIN,Sn
3901,IS_COMPOSED_OF,1418,C48640,1455,327,28,1455,58.6934,NICKEL,Ni
3902,IS_COMPOSED_OF,1418,C48640,327.5,329,82,327.5,207.2,LEAD,Pb
3903,IS_COMPOSED_OF,1418,C48640,1085,319,29,1085,63.546,COPPER,Cu
3904,IS_COMPOSED_OF,1418,C48640,231.9,326,50,231.9,118.71,TIN,Sn
3905,IS_COMPOSED_OF,1418,C48640,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3906,IS_COMPOSED_OF,1419,C48645,327.5,329,82,327.5,207.2,LEAD,Pb
3907,IS_COMPOSED_OF,1419,C48645,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3908,IS_COMPOSED_OF,1419,C48645,1455,327,28,1455,58.6934,NICKEL,Ni
3909,IS_COMPOSED_OF,1419,C48645,231.9,326,50,231.9,118.71,TIN,Sn
3910,IS_COMPOSED_OF,1419,C48645,1538,321,26,1538,55.845,IRON,Fe
3911,IS_COMPOSED_OF,1419,C48645,1085,319,29,1085,63.546,COPPER,Cu
3912,IS_COMPOSED_OF,1419,C48645,419.5,328,30,419.5,65.38,ZINC,Zn
3913,IS_COMPOSED_OF,1419,C48645,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
3914,IS_COMPOSED_OF,1419,C48645,327.5,329,82,327.5,207.2,LEAD,Pb
