,Relationship,name,full_community_id,Ar,AtomicNumber,Categorisation,Density,Dimensions,Form,Free_of,Material,MeltingPoint,Series,Specifications,Symbol,Title
340,IS_COMPOSED_OF,"['220', 'Title']",['179'],,,"['Ferrous Scrap ', 'Specifications']",,,"['Trunings and borings (iron)', 'name']","['Iron borings', ' nonferrous metals in a free state', ' scale', ' or excessive oil', 'Categorisation']","['Wrought Iron or steel', 'full_community_id']",,,"['Clean. May not include badly rusted or corroded stock.', 'Form']",,"['Machine Shop Turnings and Iron Borings', 'Material']"
341,IS_COMPOSED_OF,"['211', 'Dimensions']",['170'],,,"['Ferrous Scrap ', 'Specifications']",,"['Average density 70 pounds per cubic foot.', 'Title']",,,"['Iron and Steel ', 'full_community_id']",,,"['Homogeneous', ' magnetically separated', ' originating from automobiles', ' unprepared No. 1 and No. 2 steel', ' miscellaneous baling and sheet scrap.', 'name']",,"['Shredded Scrap', 'Material']"
342,IS_COMPOSED_OF,"['210', 'Dimensions']",['169'],,,"['Ferrous Scrap ', 'Specifications']",,"['Average density 50 pounds per cubic foot.', 'Title']",,,"['Iron and Steel ', 'full_community_id']",,,"['Homogeneous', ' magnetically separated', ' originating from automobiles', ' unprepared No. 1 and No. 2 steel', ' miscellaneous baling and sheet scrap.', 'name']",,"['Shredded Scrap', 'Material']"
343,IS_COMPOSED_OF,"['Wafer', 'Title']",['111'],,,"['Nonferrous Scrap - Magnesium', 'Specifications']",,,"['Clips', 'name']","['Copper', ' aluminum', ' zinc flashings and excessive oild and grease', ' foreign attachments', 'Categorisation']","['Magnesium ', 'full_community_id']",,,"['Clean', ' be in crucible size ', 'Form']",,"['Magnesium Clips', 'Material']"
344,IS_COMPOSED_OF,"['Wine', 'Title']",['113'],,,"['Nonferrous Scrap - Magnesium', 'Specifications']",,,"['Engraver plates ', 'name']","['Copper', ' aluminum', ' zinc', ' and electrotype plates', ' foreign attachments', 'Categorisation']","['Magnesium ', 'full_community_id']",,,"['Clean ', 'Form']",,"['Magnesium Engraver Plates', 'Material']"
345,IS_COMPOSED_OF,"['Wood', 'Title']",['114'],,,"['Nonferrous Scrap - Magnesium', 'Specifications']",,,"['Dockboards', 'name']","['Foreign attachments', 'Categorisation']","['Magnesium ', 'full_community_id']",,,"['Clean', ' cut or broken ', 'Form']",,"['Magnesium Dockboards', 'Material']"
346,IS_COMPOSED_OF,"['Walnut', 'Title']",['112'],,,"['Nonferrous Scrap - Magnesium', 'Form']",,,"['Castings', ' engine blocks', ' transmission casings', ' bomber and car wheels', ' extrusions and sheet', 'name']","['Brass', ' copper insers foreign attachments', ' anodes', ' hollow castings and explosives ', 'Categorisation']","['Magnesium ', 'full_community_id']",,,,,"['Magnesium Scrap', 'Material']"
347,IS_COMPOSED_OF,"['World', 'Title']",['115'],,,"['Nonferrous Scrap - Magnesium', 'Form']",,,"['Turnings', 'name']",,"['Magnesium ', 'full_community_id']",,,,,"['Magnesium Turnings', 'Material']"
348,IS_COMPOSED_OF,"['Burly', 'Title']",['127'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Sheet', ' plate', ' bar', ' tube', ' other solids ', 'name']","['Castings', ' soldered', ' brazed', ' sweated', ' or painted material', ' other metallic coating', ' foreign attachments', ' or any other contamination.', 'Categorisation']",,,,"['Old and/or new. Material to contain a minimum of 98% nickel; Copper maximum 0.50%.', 'Form']",,"['Old Nickel Scrap', 'full_community_id']"
349,IS_COMPOSED_OF,"['Aroma', 'Title']",['126'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Sheet', ' plate', ' bar', ' tube', ' other solids ', 'name']","['Castings', ' as well as any foreign attachments or other contamination.', 'Categorisation']","['Wrought nickel ', 'full_community_id']",,,"['Clean. Nickel minimum 99%; Cobalt maximum 0.25%; Copper maximum 0.50%.', 'Form']",,"['New Nickel Scrap', 'Material']"
350,IS_COMPOSED_OF,"['Decoy', 'Title']",['130'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Spinnings', ' turnings', ' or borings', 'name']",,"['Cupro nickel ', 'full_community_id']",,,"['Clean', ' segregated (normally accepted analysis grades) either 70/30', ' 80/20', ' 90/10 cupro nickel spinnings', ' turnings', ' or borings.', 'Form']",,"['Cupro Nickel Spinnings', ' Turnings', ' Borings', 'Material']"
351,IS_COMPOSED_OF,"['Delta', 'Title']",['131'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Solids ', 'name']","['Trimmed seams and edges and all other contamination.', 'Categorisation']","['Cupro nickel ', 'full_community_id']",,,"['Consist of segregated (normally accepted analysis grades) either 70/30', ' 80/20', ' 90/10 cupro nickel solids', ' soldered', ' brazed', ' or sweated material.', 'Form']",,"['Soldered Cupro Nickel Solids', 'Material']"
352,IS_COMPOSED_OF,"['Dandy', 'Title']",['128'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Tube', ' pipe', ' sheet', ' plate or other wrought solids ', 'name']","['Foreign attachments or any other contamination', 'Categorisation']","['Cupro nickel ', 'full_community_id']",,,"['Clean', ' new', ' segregated (normally accepted analysis grades) either 70/30', ' 80/20', ' or 90/10 cupro nickel tube', ' pipe', ' sheet', ' plate', ' or other wrought solid forms.', 'Form']",,"['New Cupro Nickel Clips and Solids', 'Material']"
353,IS_COMPOSED_OF,"['Daunt', 'Title']",['129'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Tube', ' pipe', ' sheet', ' plate or other wrought solids ', 'name']","['Foreign attachments and all other contamination.', 'Categorisation']","['Cupro nickel ', 'full_community_id']",,,"['Old', ' and/or new', ' segregated (normally accepted analysis grades) either 70/30', ' 80/20', ' 90/10 cupro nickel tube', ' pipe', ' sheet', ' plate', ' or other wrought solid forms. Maximum 2% sediment allowable.', 'Form']",,"['Cupro Nickel Solids', 'Material']"
354,IS_COMPOSED_OF,"['Depth', 'Title']",['132'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Miscellaneous scrap (e.g. peelings', ' plating racks', ' hangers)', 'name']",,"['Copper/Nickel ', 'full_community_id']",,,"['Consist of miscellaneous scrap in which the basic elements', ' by weight', ' are nickel and copper', ' such as copper nickel peelings', ' plating racks', ' and hangers', ' and all nickel and copper in attached or combined form. In all cases', ' miscellaneous nickel copper scrap should be sold by description and analysis.', 'Form']",,"['null', 'Material']"
355,IS_COMPOSED_OF,"['Lemon', 'Title']",['138'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Castings', 'name']","['Foreign attachments or any other contamination', 'Categorisation']","['Monel ', 'full_community_id']",,,"['Shall consist of various types of clean Monel castings', ' assaying minimum 60% nickel.', 'Form']",,"['Monel Castings', 'Material']"
356,IS_COMPOSED_OF,"['Lemur', 'Title']",['139'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Turnings', 'name']",,"['Monel ', 'full_community_id']",,,"['Shall consist of mixed Monel turnings and borings containing a minimum of 60% nickel content', ' on a dry basis.', 'Form']",,"['Monel Turnings', 'Material']"
357,IS_COMPOSED_OF,"['House', 'Title']",['134'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Solids and Clippings', 'name']","['Foreign attachments or all other contamination.', 'Categorisation']","['R-Monel/K-Monel', 'full_community_id']",,,"['New', ' clean R and K-monel solids and clippings ', 'Form']",,"['New Mixed Monel Solids and Clippings', 'Material']"
358,IS_COMPOSED_OF,"['Ideal', 'Title']",['135'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Solids (e.g. sheet', ' plate', ' pipe', ' rods', ' forgings', ' screen and wire cloth)', 'name']","['Soldered', ' brazed', ' welded', ' or sweated material', ' cast material', ' foreign attachments', ' and all other contamination', 'Categorisation']","['R-Monel/K-Monel', 'full_community_id']",,,"['Clean', 'Form']",,"['Old Monel Sheet and Solids', 'Material']"
359,IS_COMPOSED_OF,"['Junto', 'Title']",['137'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Solids', 'name']","['Trimmed seams and edges', ' non-metallic filling', ' foreign attachments', ' and all other contamination.', 'Categorisation']","['Monel ', 'full_community_id']",,,"['Consist of soldered and/or brazed miscellaneous grades of Monel alloys in either wrought or cast form.', 'Form']",,"['Soldered Monel Sheet and Solids', 'Material']"
360,IS_COMPOSED_OF,"['Indian', 'Title']",['136'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Solids', 'name']",,"['K-Monel', 'full_community_id']",,,"['Clean ', 'Form']",,"['K-Monel Solids', 'Material']"
361,IS_COMPOSED_OF,"['Hitch', 'Title']",['133'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Sheet', ' plate', ' bar', ' rod', ' tube', ' pipe', ' other wrought scrap ', 'name']","['Foreign attachments or all other contamination.', 'Categorisation']","['R-Monel', 'full_community_id']",,,"['Clean', ' new', ' R-Monel sheet', ' plate', ' bar', ' rod', ' tube', ' pipe', ' or any other wrought scrap. ', 'Form']",,"['New R-Monel Clippings and Solids', 'Material']"
362,IS_COMPOSED_OF,"['Hitch', 'Title']",['133'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Sheet', ' plate', ' bar', ' rod', ' tube', ' pipe', ' other wrought scrap ', 'name']","['Foreign attachments or all other contamination.', 'Categorisation']","['R-Monel', 'full_community_id']",,,"['Clean', ' new', ' R-Monel sheet', ' plate', ' bar', ' rod', ' tube', ' pipe', ' or any other wrought scrap. ', 'Form']",,"['New R-Monel Clippings and Solids', 'Material']"
363,IS_COMPOSED_OF,"['Indian', 'Title']",['136'],,,"['Nonferrous Scrap - Nickel/Stainless/Hi Temp', 'Specifications']",,,"['Solids', 'name']",,"['K-Monel', 'full_community_id']",,,"['Clean ', 'Form']",,"['K-Monel Solids', 'Material']"
