,Relationship,name,full_community_id,"""Ar""","""AtomicNumber""","""Density""","""MeltingPoint""","""Symbol""","""full_community_id""","""name"""
5816,IS_COMPOSED_OF,C18141,1718,1907,431,24,1907,51.9961,CHROMIUM,Cr
5817,IS_COMPOSED_OF,C18142,1719,1085,319,29,1085,63.546,COPPER,Cu
5818,IS_COMPOSED_OF,C18142,1719,1907,431,24,1907,51.9961,CHROMIUM,Cr
5819,IS_COMPOSED_OF,C18142,1719,650,323,12,650,24.305,MAGNESIUM,Mg
5820,IS_COMPOSED_OF,C18142,1719,650,323,12,650,24.305,MAGNESIUM,Mg
5821,IS_COMPOSED_OF,C18142,1719,1907,431,24,1907,51.9961,CHROMIUM,Cr
5822,IS_COMPOSED_OF,C18143,1720,1414,333,14,1414,28.0855,SILICON,Si
5823,IS_COMPOSED_OF,C18143,1720,1085,319,29,1085,63.546,COPPER,Cu
5824,IS_COMPOSED_OF,C18143,1720,1246,330,25,1246,54.938044,MANGANESE,Mn
5825,IS_COMPOSED_OF,C18143,1720,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5826,IS_COMPOSED_OF,C18143,1720,1907,431,24,1907,51.9961,CHROMIUM,Cr
5827,IS_COMPOSED_OF,C18143,1720,660.3,322,13,660.3,26.981539,ALUMINUM,Al
5828,IS_COMPOSED_OF,C18143,1720,231.9,326,50,231.9,118.71,TIN,Sn
5829,IS_COMPOSED_OF,C18143,1720,1907,431,24,1907,51.9961,CHROMIUM,Cr
5830,IS_COMPOSED_OF,C18143,1720,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5831,IS_COMPOSED_OF,C18143,1720,1414,333,14,1414,28.0855,SILICON,Si
5832,IS_COMPOSED_OF,C18145,1721,1907,431,24,1907,51.9961,CHROMIUM,Cr
5833,IS_COMPOSED_OF,C18145,1721,419.5,328,30,419.5,65.38,ZINC,Zn
5834,IS_COMPOSED_OF,C18145,1721,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5835,IS_COMPOSED_OF,C18145,1721,1085,319,29,1085,63.546,COPPER,Cu
5836,IS_COMPOSED_OF,C18145,1721,419.5,328,30,419.5,65.38,ZINC,Zn
5837,IS_COMPOSED_OF,C18145,1721,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5838,IS_COMPOSED_OF,C18145,1721,1907,431,24,1907,51.9961,CHROMIUM,Cr
5839,IS_COMPOSED_OF,C18147,1722,1907,431,24,1907,51.9961,CHROMIUM,Cr
5840,IS_COMPOSED_OF,C18147,1722,1085,319,29,1085,63.546,COPPER,Cu
5841,IS_COMPOSED_OF,C18147,1722,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5842,IS_COMPOSED_OF,C18147,1722,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5843,IS_COMPOSED_OF,C18147,1722,1907,431,24,1907,51.9961,CHROMIUM,Cr
5844,IS_COMPOSED_OF,C18148,1723,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5845,IS_COMPOSED_OF,C18148,1723,1907,431,24,1907,51.9961,CHROMIUM,Cr
5846,IS_COMPOSED_OF,C18148,1723,1085,319,29,1085,63.546,COPPER,Cu
5847,IS_COMPOSED_OF,C18148,1723,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5848,IS_COMPOSED_OF,C18148,1723,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5849,IS_COMPOSED_OF,C18148,1723,1907,431,24,1907,51.9961,CHROMIUM,Cr
5850,IS_COMPOSED_OF,C18148,1723,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5851,IS_COMPOSED_OF,C18150,1724,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5852,IS_COMPOSED_OF,C18150,1724,1085,319,29,1085,63.546,COPPER,Cu
5853,IS_COMPOSED_OF,C18150,1724,1907,431,24,1907,51.9961,CHROMIUM,Cr
5854,IS_COMPOSED_OF,C18150,1724,1907,431,24,1907,51.9961,CHROMIUM,Cr
5855,IS_COMPOSED_OF,C18150,1724,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5856,IS_COMPOSED_OF,C18160,1725,1907,431,24,1907,51.9961,CHROMIUM,Cr
5857,IS_COMPOSED_OF,C18160,1725,1414,333,14,1414,28.0855,SILICON,Si
5858,IS_COMPOSED_OF,C18160,1725,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5859,IS_COMPOSED_OF,C18160,1725,1085,319,29,1085,63.546,COPPER,Cu
5860,IS_COMPOSED_OF,C18160,1725,1538,321,26,1538,55.845,IRON,Fe
5861,IS_COMPOSED_OF,C18160,1725,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5862,IS_COMPOSED_OF,C18160,1725,1907,431,24,1907,51.9961,CHROMIUM,Cr
5863,IS_COMPOSED_OF,C18200,1726,1538,321,26,1538,55.845,IRON,Fe
5864,IS_COMPOSED_OF,C18200,1726,1085,319,29,1085,63.546,COPPER,Cu
5865,IS_COMPOSED_OF,C18200,1726,327.5,329,82,327.5,207.2,LEAD,Pb
5866,IS_COMPOSED_OF,C18200,1726,1907,431,24,1907,51.9961,CHROMIUM,Cr
5867,IS_COMPOSED_OF,C18200,1726,1414,333,14,1414,28.0855,SILICON,Si
5868,IS_COMPOSED_OF,C18200,1726,1907,431,24,1907,51.9961,CHROMIUM,Cr
5869,IS_COMPOSED_OF,C18400,1727,,,,,Ca,Ca,
5870,IS_COMPOSED_OF,C18400,1727,816.8,944,33,816.8,74.9216,ARSENIC,As
5871,IS_COMPOSED_OF,C18400,1727,1085,319,29,1085,63.546,COPPER,Cu
5872,IS_COMPOSED_OF,C18400,1727,1907,431,24,1907,51.9961,CHROMIUM,Cr
5873,IS_COMPOSED_OF,C18400,1727,419.5,328,30,419.5,65.38,ZINC,Zn
5874,IS_COMPOSED_OF,C18400,1727,1538,321,26,1538,55.845,IRON,Fe
5875,IS_COMPOSED_OF,C18400,1727,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5876,IS_COMPOSED_OF,C18400,1727,180.5,324,3,180.5,6.941,LITHIUM,Li
5877,IS_COMPOSED_OF,C18400,1727,1414,333,14,1414,28.0855,SILICON,Si
5878,IS_COMPOSED_OF,C18400,1727,1907,431,24,1907,51.9961,CHROMIUM,Cr
5879,IS_COMPOSED_OF,C18500,1728,327.5,329,82,327.5,207.2,LEAD,Pb
5880,IS_COMPOSED_OF,C18500,1728,1085,319,29,1085,63.546,COPPER,Cu
5881,IS_COMPOSED_OF,C18500,1728,961.8,429,47,961.8,107.8682,SILVER,Ag
5882,IS_COMPOSED_OF,C18500,1728,1907,431,24,1907,51.9961,CHROMIUM,Cr
5883,IS_COMPOSED_OF,C18500,1728,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5884,IS_COMPOSED_OF,C18500,1728,961.8,429,47,961.8,107.8682,SILVER,Ag
5885,IS_COMPOSED_OF,C18500,1728,1907,431,24,1907,51.9961,CHROMIUM,Cr
5886,IS_COMPOSED_OF,C18550,1729,231.9,326,50,231.9,118.71,TIN,Sn
5887,IS_COMPOSED_OF,C18550,1729,1907,431,24,1907,51.9961,CHROMIUM,Cr
5888,IS_COMPOSED_OF,C18550,1729,1085,319,29,1085,63.546,COPPER,Cu
5889,IS_COMPOSED_OF,C18550,1729,231.9,326,50,231.9,118.71,TIN,Sn
5890,IS_COMPOSED_OF,C18550,1729,1907,431,24,1907,51.9961,CHROMIUM,Cr
5891,IS_COMPOSED_OF,C18600,1730,1455,327,28,1455,58.6934,NICKEL,Ni
5892,IS_COMPOSED_OF,C18600,1730,1085,319,29,1085,63.546,COPPER,Cu
5893,IS_COMPOSED_OF,C18600,1730,1907,431,24,1907,51.9961,CHROMIUM,Cr
5894,IS_COMPOSED_OF,C18600,1730,1668,320,22,1668,47.867,TITANIUM,Ti
5895,IS_COMPOSED_OF,C18600,1730,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5896,IS_COMPOSED_OF,C18600,1730,1495,950,27,1495,58.933195,COBALT,Co
5897,IS_COMPOSED_OF,C18600,1730,1538,321,26,1538,55.845,IRON,Fe
5898,IS_COMPOSED_OF,C18600,1730,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5899,IS_COMPOSED_OF,C18600,1730,1907,431,24,1907,51.9961,CHROMIUM,Cr
5900,IS_COMPOSED_OF,C18600,1730,1538,321,26,1538,55.845,IRON,Fe
5901,IS_COMPOSED_OF,C18600,1730,1668,320,22,1668,47.867,TITANIUM,Ti
5902,IS_COMPOSED_OF,C18610,1731,1907,431,24,1907,51.9961,CHROMIUM,Cr
5903,IS_COMPOSED_OF,C18610,1731,1495,950,27,1495,58.933195,COBALT,Co
5904,IS_COMPOSED_OF,C18610,1731,1085,319,29,1085,63.546,COPPER,Cu
5905,IS_COMPOSED_OF,C18610,1731,1455,327,28,1455,58.6934,NICKEL,Ni
5906,IS_COMPOSED_OF,C18610,1731,1668,320,22,1668,47.867,TITANIUM,Ti
5907,IS_COMPOSED_OF,C18610,1731,1538,321,26,1538,55.845,IRON,Fe
5908,IS_COMPOSED_OF,C18610,1731,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5909,IS_COMPOSED_OF,C18610,1731,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
5910,IS_COMPOSED_OF,C18610,1731,1907,431,24,1907,51.9961,CHROMIUM,Cr
5911,IS_COMPOSED_OF,C18610,1731,1495,950,27,1495,58.933195,COBALT,Co
5912,IS_COMPOSED_OF,C18610,1731,1668,320,22,1668,47.867,TITANIUM,Ti
5913,IS_COMPOSED_OF,C18620,1732,1495,950,27,1495,58.933195,COBALT,Co
5914,IS_COMPOSED_OF,C18620,1732,419.5,328,30,419.5,65.38,ZINC,Zn
5915,IS_COMPOSED_OF,C18620,1732,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5916,IS_COMPOSED_OF,C18620,1732,231.9,326,50,231.9,118.71,TIN,Sn
5917,IS_COMPOSED_OF,C18620,1732,1455,327,28,1455,58.6934,NICKEL,Ni
5918,IS_COMPOSED_OF,C18620,1732,419.5,328,30,419.5,65.38,ZINC,Zn
5919,IS_COMPOSED_OF,C18620,1732,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5920,IS_COMPOSED_OF,C18620,1732,1495,950,27,1495,58.933195,COBALT,Co
5921,IS_COMPOSED_OF,C18620,1732,1455,327,28,1455,58.6934,NICKEL,Ni
5922,IS_COMPOSED_OF,C18620,1732,231.9,326,50,231.9,118.71,TIN,Sn
5923,IS_COMPOSED_OF,C18620,1732,1085,319,29,1085,63.546,COPPER,Cu
5924,IS_COMPOSED_OF,C18625,1733,419.5,328,30,419.5,65.38,ZINC,Zn
5925,IS_COMPOSED_OF,C18625,1733,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5926,IS_COMPOSED_OF,C18625,1733,1495,950,27,1495,58.933195,COBALT,Co
5927,IS_COMPOSED_OF,C18625,1733,1455,327,28,1455,58.6934,NICKEL,Ni
5928,IS_COMPOSED_OF,C18625,1733,231.9,326,50,231.9,118.71,TIN,Sn
5929,IS_COMPOSED_OF,C18625,1733,1085,319,29,1085,63.546,COPPER,Cu
5930,IS_COMPOSED_OF,C18625,1733,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5931,IS_COMPOSED_OF,C18625,1733,1495,950,27,1495,58.933195,COBALT,Co
5932,IS_COMPOSED_OF,C18625,1733,231.9,326,50,231.9,118.71,TIN,Sn
5933,IS_COMPOSED_OF,C18660,1734,1085,319,29,1085,63.546,COPPER,Cu
5934,IS_COMPOSED_OF,C18660,1734,231.9,326,50,231.9,118.71,TIN,Sn
5935,IS_COMPOSED_OF,C18660,1734,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5936,IS_COMPOSED_OF,C18660,1734,1538,321,26,1538,55.845,IRON,Fe
5937,IS_COMPOSED_OF,C18660,1734,1907,431,24,1907,51.9961,CHROMIUM,Cr
5938,IS_COMPOSED_OF,C18660,1734,1414,333,14,1414,28.0855,SILICON,Si
5939,IS_COMPOSED_OF,C18660,1734,650,323,12,650,24.305,MAGNESIUM,Mg
5940,IS_COMPOSED_OF,C18660,1734,1414,333,14,1414,28.0855,SILICON,Si
5941,IS_COMPOSED_OF,C18660,1734,1538,321,26,1538,55.845,IRON,Fe
5942,IS_COMPOSED_OF,C18660,1734,650,323,12,650,24.305,MAGNESIUM,Mg
5943,IS_COMPOSED_OF,C18660,1734,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5944,IS_COMPOSED_OF,C18660,1734,1907,431,24,1907,51.9961,CHROMIUM,Cr
5945,IS_COMPOSED_OF,C18661,1735,231.9,326,50,231.9,118.71,TIN,Sn
5946,IS_COMPOSED_OF,C18661,1735,1085,319,29,1085,63.546,COPPER,Cu
5947,IS_COMPOSED_OF,C18661,1735,650,323,12,650,24.305,MAGNESIUM,Mg
5948,IS_COMPOSED_OF,C18661,1735,1538,321,26,1538,55.845,IRON,Fe
5949,IS_COMPOSED_OF,C18661,1735,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5950,IS_COMPOSED_OF,C18661,1735,650,323,12,650,24.305,MAGNESIUM,Mg
5951,IS_COMPOSED_OF,C18661,1735,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5952,IS_COMPOSED_OF,C18665,1736,650,323,12,650,24.305,MAGNESIUM,Mg
5953,IS_COMPOSED_OF,C18665,1736,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5954,IS_COMPOSED_OF,C18665,1736,650,323,12,650,24.305,MAGNESIUM,Mg
5955,IS_COMPOSED_OF,C18665,1736,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5956,IS_COMPOSED_OF,C18665,1736,1085,319,29,1085,63.546,COPPER,Cu
5957,IS_COMPOSED_OF,C18670,1737,1085,319,29,1085,63.546,COPPER,Cu
5958,IS_COMPOSED_OF,C18670,1737,650,323,12,650,24.305,MAGNESIUM,Mg
5959,IS_COMPOSED_OF,C18670,1737,650,323,12,650,24.305,MAGNESIUM,Mg
5960,IS_COMPOSED_OF,C18700,1738,327.5,329,82,327.5,207.2,LEAD,Pb
5961,IS_COMPOSED_OF,C18700,1738,1085,319,29,1085,63.546,COPPER,Cu
5962,IS_COMPOSED_OF,C18700,1738,327.5,329,82,327.5,207.2,LEAD,Pb
5963,IS_COMPOSED_OF,C18835,1739,231.9,326,50,231.9,118.71,TIN,Sn
5964,IS_COMPOSED_OF,C18835,1739,1538,321,26,1538,55.845,IRON,Fe
5965,IS_COMPOSED_OF,C18835,1739,419.5,328,30,419.5,65.38,ZINC,Zn
5966,IS_COMPOSED_OF,C18835,1739,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5967,IS_COMPOSED_OF,C18835,1739,327.5,329,82,327.5,207.2,LEAD,Pb
5968,IS_COMPOSED_OF,C18835,1739,1085,319,29,1085,63.546,COPPER,Cu
5969,IS_COMPOSED_OF,C18835,1739,231.9,326,50,231.9,118.71,TIN,Sn
5970,IS_COMPOSED_OF,C18900,1740,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5971,IS_COMPOSED_OF,C18900,1740,327.5,329,82,327.5,207.2,LEAD,Pb
5972,IS_COMPOSED_OF,C18900,1740,231.9,326,50,231.9,118.71,TIN,Sn
5973,IS_COMPOSED_OF,C18900,1740,419.5,328,30,419.5,65.38,ZINC,Zn
5974,IS_COMPOSED_OF,C18900,1740,1414,333,14,1414,28.0855,SILICON,Si
5975,IS_COMPOSED_OF,C18900,1740,1085,319,29,1085,63.546,COPPER,Cu
5976,IS_COMPOSED_OF,C18900,1740,1246,330,25,1246,54.938044,MANGANESE,Mn
5977,IS_COMPOSED_OF,C18900,1740,660.3,322,13,660.3,26.981539,ALUMINUM,Al
5978,IS_COMPOSED_OF,C18900,1740,1246,330,25,1246,54.938044,MANGANESE,Mn
5979,IS_COMPOSED_OF,C18900,1740,231.9,326,50,231.9,118.71,TIN,Sn
5980,IS_COMPOSED_OF,C18900,1740,1414,333,14,1414,28.0855,SILICON,Si
5981,IS_COMPOSED_OF,C18910,1741,1246,330,25,1246,54.938044,MANGANESE,Mn
5982,IS_COMPOSED_OF,C18910,1741,1414,333,14,1414,28.0855,SILICON,Si
5983,IS_COMPOSED_OF,C18910,1741,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5984,IS_COMPOSED_OF,C18910,1741,1085,319,29,1085,63.546,COPPER,Cu
5985,IS_COMPOSED_OF,C18980,1742,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5986,IS_COMPOSED_OF,C18980,1742,1414,333,14,1414,28.0855,SILICON,Si
5987,IS_COMPOSED_OF,C18980,1742,1246,330,25,1246,54.938044,MANGANESE,Mn
5988,IS_COMPOSED_OF,C18980,1742,231.9,326,50,231.9,118.71,TIN,Sn
5989,IS_COMPOSED_OF,C18980,1742,327.5,329,82,327.5,207.2,LEAD,Pb
5990,IS_COMPOSED_OF,C18980,1742,1085,319,29,1085,63.546,COPPER,Cu
5991,IS_COMPOSED_OF,C18990,1743,231.9,326,50,231.9,118.71,TIN,Sn
5992,IS_COMPOSED_OF,C18990,1743,1085,319,29,1085,63.546,COPPER,Cu
5993,IS_COMPOSED_OF,C18990,1743,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5994,IS_COMPOSED_OF,C18990,1743,1907,431,24,1907,51.9961,CHROMIUM,Cr
5995,IS_COMPOSED_OF,C18990,1743,231.9,326,50,231.9,118.71,TIN,Sn
5996,IS_COMPOSED_OF,C18990,1743,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
5997,IS_COMPOSED_OF,C18990,1743,1907,431,24,1907,51.9961,CHROMIUM,Cr
5998,IS_COMPOSED_OF,C19000,1744,419.5,328,30,419.5,65.38,ZINC,Zn
5999,IS_COMPOSED_OF,C19000,1744,327.5,329,82,327.5,207.2,LEAD,Pb
6000,IS_COMPOSED_OF,C19000,1744,1455,327,28,1455,58.6934,NICKEL,Ni
6001,IS_COMPOSED_OF,C19000,1744,1085,319,29,1085,63.546,COPPER,Cu
6002,IS_COMPOSED_OF,C19000,1744,1538,321,26,1538,55.845,IRON,Fe
6003,IS_COMPOSED_OF,C19000,1744,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6004,IS_COMPOSED_OF,C19000,1744,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6005,IS_COMPOSED_OF,C19000,1744,1455,327,28,1455,58.6934,NICKEL,Ni
6006,IS_COMPOSED_OF,C19002,1745,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6007,IS_COMPOSED_OF,C19002,1745,327.5,329,82,327.5,207.2,LEAD,Pb
6008,IS_COMPOSED_OF,C19002,1745,231.9,326,50,231.9,118.71,TIN,Sn
6009,IS_COMPOSED_OF,C19002,1745,1538,321,26,1538,55.845,IRON,Fe
6010,IS_COMPOSED_OF,C19002,1745,1085,319,29,1085,63.546,COPPER,Cu
6011,IS_COMPOSED_OF,C19002,1745,1414,333,14,1414,28.0855,SILICON,Si
6012,IS_COMPOSED_OF,C19002,1745,650,323,12,650,24.305,MAGNESIUM,Mg
6013,IS_COMPOSED_OF,C19002,1745,419.5,328,30,419.5,65.38,ZINC,Zn
6014,IS_COMPOSED_OF,C19002,1745,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
6015,IS_COMPOSED_OF,C19002,1745,961.8,429,47,961.8,107.8682,SILVER,Ag
6016,IS_COMPOSED_OF,C19002,1745,1455,327,28,1455,58.6934,NICKEL,Ni
6017,IS_COMPOSED_OF,C19002,1745,1455,327,28,1455,58.6934,NICKEL,Ni
6018,IS_COMPOSED_OF,C19002,1745,419.5,328,30,419.5,65.38,ZINC,Zn
6019,IS_COMPOSED_OF,C19002,1745,1414,333,14,1414,28.0855,SILICON,Si
6020,IS_COMPOSED_OF,C19002,1745,231.9,326,50,231.9,118.71,TIN,Sn
6021,IS_COMPOSED_OF,C19002,1745,961.8,429,47,961.8,107.8682,SILVER,Ag
6022,IS_COMPOSED_OF,C19002,1745,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
6023,IS_COMPOSED_OF,C19005,1746,327.5,329,82,327.5,207.2,LEAD,Pb
6024,IS_COMPOSED_OF,C19005,1746,1085,319,29,1085,63.546,COPPER,Cu
6025,IS_COMPOSED_OF,C19005,1746,1538,321,26,1538,55.845,IRON,Fe
6026,IS_COMPOSED_OF,C19005,1746,1455,327,28,1455,58.6934,NICKEL,Ni
6027,IS_COMPOSED_OF,C19005,1746,1414,333,14,1414,28.0855,SILICON,Si
6028,IS_COMPOSED_OF,C19005,1746,961.8,429,47,961.8,107.8682,SILVER,Ag
6029,IS_COMPOSED_OF,C19005,1746,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6030,IS_COMPOSED_OF,C19005,1746,1855,436,40,1855,91.224,ZIRCONIUM ,Zr
6031,IS_COMPOSED_OF,C19005,1746,650,323,12,650,24.305,MAGNESIUM,Mg
6032,IS_COMPOSED_OF,C19005,1746,231.9,326,50,231.9,118.71,TIN,Sn
6033,IS_COMPOSED_OF,C19005,1746,419.5,328,30,419.5,65.38,ZINC,Zn
6034,IS_COMPOSED_OF,C19005,1746,419.5,328,30,419.5,65.38,ZINC,Zn
6035,IS_COMPOSED_OF,C19005,1746,231.9,326,50,231.9,118.71,TIN,Sn
6036,IS_COMPOSED_OF,C19005,1746,1455,327,28,1455,58.6934,NICKEL,Ni
6037,IS_COMPOSED_OF,C19005,1746,1414,333,14,1414,28.0855,SILICON,Si
6038,IS_COMPOSED_OF,C19010,1747,1414,333,14,1414,28.0855,SILICON,Si
6039,IS_COMPOSED_OF,C19010,1747,1455,327,28,1455,58.6934,NICKEL,Ni
6040,IS_COMPOSED_OF,C19010,1747,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6041,IS_COMPOSED_OF,C19010,1747,1085,319,29,1085,63.546,COPPER,Cu
6042,IS_COMPOSED_OF,C19010,1747,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6043,IS_COMPOSED_OF,C19010,1747,1455,327,28,1455,58.6934,NICKEL,Ni
6044,IS_COMPOSED_OF,C19010,1747,1414,333,14,1414,28.0855,SILICON,Si
6045,IS_COMPOSED_OF,C19015,1748,1414,333,14,1414,28.0855,SILICON,Si
6046,IS_COMPOSED_OF,C19015,1748,1085,319,29,1085,63.546,COPPER,Cu
6047,IS_COMPOSED_OF,C19015,1748,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6048,IS_COMPOSED_OF,C19015,1748,650,323,12,650,24.305,MAGNESIUM,Mg
6049,IS_COMPOSED_OF,C19015,1748,1455,327,28,1455,58.6934,NICKEL,Ni
6050,IS_COMPOSED_OF,C19015,1748,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6051,IS_COMPOSED_OF,C19015,1748,1455,327,28,1455,58.6934,NICKEL,Ni
6052,IS_COMPOSED_OF,C19015,1748,1414,333,14,1414,28.0855,SILICON,Si
6053,IS_COMPOSED_OF,C19015,1748,650,323,12,650,24.305,MAGNESIUM,Mg
6054,IS_COMPOSED_OF,C19020,1749,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6055,IS_COMPOSED_OF,C19020,1749,1455,327,28,1455,58.6934,NICKEL,Ni
6056,IS_COMPOSED_OF,C19020,1749,231.9,326,50,231.9,118.71,TIN,Sn
6057,IS_COMPOSED_OF,C19020,1749,1085,319,29,1085,63.546,COPPER,Cu
6058,IS_COMPOSED_OF,C19020,1749,1455,327,28,1455,58.6934,NICKEL,Ni
6059,IS_COMPOSED_OF,C19020,1749,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6060,IS_COMPOSED_OF,C19020,1749,231.9,326,50,231.9,118.71,TIN,Sn
6061,IS_COMPOSED_OF,C19022,1750,327.5,329,82,327.5,207.2,LEAD,Pb
6062,IS_COMPOSED_OF,C19022,1750,1085,319,29,1085,63.546,COPPER,Cu
6063,IS_COMPOSED_OF,C19022,1750,1455,327,28,1455,58.6934,NICKEL,Ni
6064,IS_COMPOSED_OF,C19022,1750,231.9,326,50,231.9,118.71,TIN,Sn
6065,IS_COMPOSED_OF,C19022,1750,419.5,328,30,419.5,65.38,ZINC,Zn
6066,IS_COMPOSED_OF,C19022,1750,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6067,IS_COMPOSED_OF,C19022,1750,1538,321,26,1538,55.845,IRON,Fe
6068,IS_COMPOSED_OF,C19022,1750,1455,327,28,1455,58.6934,NICKEL,Ni
6069,IS_COMPOSED_OF,C19022,1750,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6070,IS_COMPOSED_OF,C19022,1750,231.9,326,50,231.9,118.71,TIN,Sn
6071,IS_COMPOSED_OF,C19024,1751,1085,319,29,1085,63.546,COPPER,Cu
6072,IS_COMPOSED_OF,C19024,1751,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6073,IS_COMPOSED_OF,C19024,1751,327.5,329,82,327.5,207.2,LEAD,Pb
6074,IS_COMPOSED_OF,C19024,1751,419.5,328,30,419.5,65.38,ZINC,Zn
6075,IS_COMPOSED_OF,C19024,1751,1538,321,26,1538,55.845,IRON,Fe
6076,IS_COMPOSED_OF,C19024,1751,1455,327,28,1455,58.6934,NICKEL,Ni
6077,IS_COMPOSED_OF,C19024,1751,231.9,326,50,231.9,118.71,TIN,Sn
6078,IS_COMPOSED_OF,C19024,1751,1455,327,28,1455,58.6934,NICKEL,Ni
6079,IS_COMPOSED_OF,C19024,1751,231.9,326,50,231.9,118.71,TIN,Sn
6080,IS_COMPOSED_OF,C19024,1751,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6081,IS_COMPOSED_OF,C19025,1752,1085,319,29,1085,63.546,COPPER,Cu
6082,IS_COMPOSED_OF,C19025,1752,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6083,IS_COMPOSED_OF,C19025,1752,1538,321,26,1538,55.845,IRON,Fe
6084,IS_COMPOSED_OF,C19025,1752,1455,327,28,1455,58.6934,NICKEL,Ni
6085,IS_COMPOSED_OF,C19025,1752,231.9,326,50,231.9,118.71,TIN,Sn
6086,IS_COMPOSED_OF,C19025,1752,419.5,328,30,419.5,65.38,ZINC,Zn
6087,IS_COMPOSED_OF,C19025,1752,1455,327,28,1455,58.6934,NICKEL,Ni
6088,IS_COMPOSED_OF,C19025,1752,231.9,326,50,231.9,118.71,TIN,Sn
6089,IS_COMPOSED_OF,C19025,1752,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6090,IS_COMPOSED_OF,C19026,1753,419.5,328,30,419.5,65.38,ZINC,Zn
6091,IS_COMPOSED_OF,C19026,1753,327.5,329,82,327.5,207.2,LEAD,Pb
6092,IS_COMPOSED_OF,C19026,1753,1414,333,14,1414,28.0855,SILICON,Si
6093,IS_COMPOSED_OF,C19026,1753,1085,319,29,1085,63.546,COPPER,Cu
6094,IS_COMPOSED_OF,C19026,1753,1455,327,28,1455,58.6934,NICKEL,Ni
6095,IS_COMPOSED_OF,C19026,1753,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6096,IS_COMPOSED_OF,C19026,1753,231.9,326,50,231.9,118.71,TIN,Sn
6097,IS_COMPOSED_OF,C19026,1753,1414,333,14,1414,28.0855,SILICON,Si
6098,IS_COMPOSED_OF,C19026,1753,44.1,942,15,44.1,30.973762,PHOSPHORUS ,P
6099,IS_COMPOSED_OF,C19026,1753,231.9,326,50,231.9,118.71,TIN,Sn
6100,IS_COMPOSED_OF,C19026,1753,1455,327,28,1455,58.6934,NICKEL,Ni
6101,IS_COMPOSED_OF,C19027,1754,1538,321,26,1538,55.845,IRON,Fe
6102,IS_COMPOSED_OF,C19027,1754,419.5,328,30,419.5,65.38,ZINC,Zn
