,Target Entity,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
487,"waste:1617.0,ewc:[160122 191203 170407 170404 170405 170401 170403 170402 160118],startingWeight:292749.0,wastePercentage:1.0,name:RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ,orderCount:105,finalValue:251764.07,full_community_id:1216,startingValue:253208.42",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[160122 191203 170407 170404 170405 170401 170403 170402 160118]']",['251764.07'],"['startingValue', '1216']","['orderCount', 'RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ']","['finalValue', '105']",['253208.42'],"['wastePercentage', '292749.0']","['1617.0', 'ewc']",['1.0']
488,"waste:474.0,ewc:[170407 191202 150104 170402 170401 191203],startingWeight:415380.0,wastePercentage:0.2,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.,orderCount:59,finalValue:361317.28,full_community_id:1003,startingValue:361759.65",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[170407 191202 150104 170402 170401 191203]', 'startingWeight']",['361317.28'],"['startingValue', '1003']","['orderCount', 'ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.']","['finalValue', '59']",['361759.65'],"['wastePercentage', '415380.0']","['474.0', 'ewc']",['0.2']
489,"waste:54535.0,ewc:[200136 170411 170402 160104 120101],startingWeight:265537.0,orderCount:34,wastePercentage:11.7,name:ΣΩΛΗΝΟΥΡΓΕΙΑ ΚΟΡΙΝΘΟΥ ΒΙΟΜ. ΣΩΛΗΝΩΝ,full_community_id:1053,finalValue:25870.795000000002,startingValue:36846.945",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[200136 170411 170402 160104 120101]']","['startingValue', '25870.795000000002']","['finalValue', '1053']",['ΣΩΛΗΝΟΥΡΓΕΙΑ ΚΟΡΙΝΘΟΥ ΒΙΟΜ. ΣΩΛΗΝΩΝ'],"['wastePercentage', '34']",['36846.945'],"['265537.0', 'orderCount']","['54535.0', 'ewc']",['11.7']
490,"ewc:[200140],waste:130.0,startingWeight:6705.0,wastePercentage:9.1,name:ΣΝΑΪΝΤΕΡ ΕΛΕΚΤΡΙΚ ΑΕΒΕ,orderCount:1,finalValue:6374.9,full_community_id:965,startingValue:6488.3",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['waste', '[200140]']",['6374.9'],"['startingValue', '965']","['orderCount', 'ΣΝΑΪΝΤΕΡ ΕΛΕΚΤΡΙΚ ΑΕΒΕ']","['1', 'finalValue']",['6488.3'],"['wastePercentage', '6705.0']","['130.0', 'startingWeight']",['9.1']
491,"waste:0.0,ewc:[200140],startingWeight:455.0,wastePercentage:0.0,name:EMMIS ΑΒΕΕ,orderCount:1,full_community_id:711,finalValue:300.3,startingValue:300.3",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '300.3']","['711', 'finalValue']","['orderCount', 'EMMIS ΑΒΕΕ']",['1'],['300.3'],"['wastePercentage', '455.0']","['ewc', '0.0']",['0.0']
492,"name:ΕΡΓΟΣΤΑΣΙΟ ΣΟΥΣΑΚΙΟΥ 1510,full_community_id:1195",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,,,['1195'],['ΕΡΓΟΣΤΑΣΙΟ ΣΟΥΣΑΚΙΟΥ 1510'],,,,,
493,ewc:[170405 150104 200140 200136 170402 120101 191202 191203 160106 120104,,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,['[170405 150104 200140 200136 170402 120101 191202 191203 160106 120104'],,,,,,,,
494,"waste:2469.0,ewc:[191203 191202 191212],startingWeight:1199050.0,wastePercentage:0.4,name:ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ,orderCount:123,full_community_id:1239,finalValue:1138512.965,startingValue:1141014.125",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['1239', 'finalValue']","['orderCount', 'ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ']",['123'],['1141014.125'],"['wastePercentage', '1199050.0']","['2469.0', 'ewc']",['0.4']
495,"waste:399.0,ewc:[191202 191203],startingWeight:41537.0,wastePercentage:1.0,name:CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:16,full_community_id:1211,finalValue:41869.36,startingValue:42270.395",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['startingValue', '41869.36']","['1211', 'finalValue']","['orderCount', 'CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['16'],['42270.395'],"['wastePercentage', '41537.0']","['399.0', 'ewc']",['1.0']
496,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
497,"ewc:[191203 170401],waste:65.0,startingWeight:31750.0,orderCount:6,wastePercentage:0.3,name:W.A.T.T. A.E.,full_community_id:999,finalValue:22435.5,startingValue:22491.4",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[191203 170401]', 'waste']","['startingValue', '22435.5']","['finalValue', '999']",['W.A.T.T. A.E.'],"['wastePercentage', '6']",['22491.4'],"['orderCount', '31750.0']","['startingWeight', '65.0']",['0.3']
498,"name:ΕΛΛΗΝΙΚΟΣ ΣΤΡΑΤΟΣ,full_community_id:1038",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,,,['1038'],['ΕΛΛΗΝΙΚΟΣ ΣΤΡΑΤΟΣ'],,,,,
499,"waste:169.0,ewc:[170411 191203 191202 191212],startingWeight:35115.0,wastePercentage:0.7,name:GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ,orderCount:18,finalValue:37514.525,full_community_id:1198,startingValue:37721.375",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['1198', 'startingValue']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['wastePercentage', '35115.0']","['169.0', 'ewc']",['0.7']
500,"waste:40.0,ewc:[160801 191203 160122 160118 191202 191212],startingWeight:85646.0,wastePercentage:0.2,name:ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ,orderCount:30,finalValue:65973.51,full_community_id:1246,startingValue:66003.81",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[160801 191203 160122 160118 191202 191212]', 'startingWeight']",['65973.51'],"['startingValue', '1246']","['orderCount', 'ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ']","['finalValue', '30']",['66003.81'],"['wastePercentage', '85646.0']","['ewc', '40.0']",['0.2']
501,"waste:2191.0,ewc:[170407 160122 160118 170402 170401 200140 191203],startingWeight:1800855.0,wastePercentage:0.2,name:ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ,orderCount:243,finalValue:1386786.14,full_community_id:1252,startingValue:1388916.12",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170407 160122 160118 170402 170401 200140 191203]']",['1386786.14'],"['startingValue', '1252']","['orderCount', 'ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ']","['243', 'finalValue']",['1388916.12'],"['1800855.0', 'wastePercentage']","['2191.0', 'ewc']",['0.2']
502,"waste:0.0,ewc:[170402],startingWeight:7855.0,wastePercentage:0.0,name:ΕΛΒΑΝ ΑΒΕΕ,orderCount:1,full_community_id:958,finalValue:5577.049999999999,startingValue:5577.049999999999",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[170402]', 'startingWeight']","['startingValue', '5577.049999999999']","['finalValue', '958']","['orderCount', 'ΕΛΒΑΝ ΑΒΕΕ']",['1'],['5577.049999999999'],"['wastePercentage', '7855.0']","['ewc', '0.0']",['0.0']
503,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
504,"waste:57.0,ewc:[170401 170402 170407 170405],startingWeight:44097.0,wastePercentage:0.1,name:ΧΑΤΖΗΙΩΑΝΝΟΥ Π. & Ι. ΟΕ,orderCount:18,finalValue:91280.36,full_community_id:1028,startingValue:91373.5",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170401 170402 170407 170405]']",['91280.36'],"['startingValue', '1028']","['orderCount', 'ΧΑΤΖΗΙΩΑΝΝΟΥ Π. & Ι. ΟΕ']","['finalValue', '18']",['91373.5'],"['44097.0', 'wastePercentage']","['ewc', '57.0']",['0.1']
505,"waste:474.0,ewc:[170407 191202 150104 170402 170401 191203],startingWeight:415380.0,wastePercentage:0.2,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.,orderCount:59,finalValue:361317.28,full_community_id:1003,startingValue:361759.65",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[170407 191202 150104 170402 170401 191203]', 'startingWeight']",['361317.28'],"['startingValue', '1003']","['orderCount', 'ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.']","['finalValue', '59']",['361759.65'],"['wastePercentage', '415380.0']","['474.0', 'ewc']",['0.2']
506,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
507,"waste:543.0,ewc:[191202 191203 120101],startingWeight:357280.0,wastePercentage:0.2,name:ΜΙΧΑΛΟΠΟΥΛΟΣ Φ. ΑΝΑΣΤΑΣΙΟΣ,orderCount:138,full_community_id:1044,finalValue:383867.245,startingValue:384503.1",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191202 191203 120101]', 'startingWeight']","['383867.245', 'startingValue']","['finalValue', '1044']","['orderCount', 'ΜΙΧΑΛΟΠΟΥΛΟΣ Φ. ΑΝΑΣΤΑΣΙΟΣ']",['138'],['384503.1'],"['357280.0', 'wastePercentage']","['ewc', '543.0']",['0.2']
508,"waste:427.0,ewc:[191203 170401 170402 191202 170407 120103 170403 160122],startingWeight:327965.0,wastePercentage:0.3,name:ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ,orderCount:116,finalValue:386102.215,full_community_id:1258,startingValue:386916.24",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191203 170401 170402 191202 170407 120103 170403 160122]', 'startingWeight']",['386102.215'],"['1258', 'startingValue']","['orderCount', 'ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ']","['finalValue', '116']",['386916.24'],"['wastePercentage', '327965.0']","['427.0', 'ewc']",['0.3']
509,"waste:2138.0,ewc:[160801 170411 170402 160118 170401 170407 170405 191203],startingWeight:691758.0,wastePercentage:0.3,name:ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:54,finalValue:607650.775,full_community_id:1233,startingValue:609950.6849999999",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['1233', 'startingValue']","['orderCount', 'ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)']","['finalValue', '54']",['609950.6849999999'],"['wastePercentage', '691758.0']","['2138.0', 'ewc']",['0.3']
510,"waste:845.0,ewc:[160122 160801 191203 160118],startingWeight:366358.0,wastePercentage:0.1,name:ΚΑΘΕΡΗΣ ΑΒΕΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:47,finalValue:425840.95,full_community_id:1237,startingValue:426747.875",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160122 160801 191203 160118]']",['425840.95'],"['startingValue', '1237']","['ΚΑΘΕΡΗΣ ΑΒΕΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '47']",['426747.875'],"['wastePercentage', '366358.0']","['ewc', '845.0']",['0.1']
511,"waste:220.0,ewc:[191203 160118],startingWeight:90320.0,wastePercentage:0.2,name:ΚΕΦΑΛΗΝΑΚΗΣ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:8,full_community_id:1243,finalValue:81713.5,startingValue:81904.9",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191203 160118]']","['startingValue', '81713.5']","['finalValue', '1243']","['orderCount', 'ΚΕΦΑΛΗΝΑΚΗΣ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['8'],['81904.9'],"['wastePercentage', '90320.0']","['ewc', '220.0']",['0.2']
512,"ewc:[191001 191002 191202],waste:15230.0,startingWeight:555190.0,wastePercentage:1.7,name:ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ,orderCount:30,full_community_id:1023,finalValue:147836.575,startingValue:150042.3",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191001 191002 191202]', 'waste']","['startingValue', '147836.575']","['finalValue', '1023']","['ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ', 'orderCount']",['30'],['150042.3'],"['555190.0', 'wastePercentage']","['15230.0', 'startingWeight']",['1.7']
513,"waste:1617.0,ewc:[160122 191203 170407 170404 170405 170401 170403 170402 160118],startingWeight:292749.0,wastePercentage:1.0,name:RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ,orderCount:105,finalValue:251764.07,full_community_id:1216,startingValue:253208.42",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160122 191203 170407 170404 170405 170401 170403 170402 160118]']",['251764.07'],"['startingValue', '1216']","['orderCount', 'RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ']","['finalValue', '105']",['253208.42'],"['wastePercentage', '292749.0']","['1617.0', 'ewc']",['1.0']
514,"waste:185.0,ewc:[191203 191202 191212],startingWeight:49095.0,wastePercentage:0.3,name:ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΜΕΤΑΛΛ,orderCount:10,full_community_id:1205,finalValue:43370.5,startingValue:43522.75",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['startingValue', '43370.5']","['finalValue', '1205']","['orderCount', 'ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΜΕΤΑΛΛ']",['10'],['43522.75'],"['wastePercentage', '49095.0']","['185.0', 'ewc']",['0.3']
515,"waste:158.0,ewc:[170405 170402 191203 170407],startingWeight:26735.0,wastePercentage:1.0,name:ΦΩΤΕΙΝΑΚΗΣ ΑΓΗΣ.ΧΑΡΑΛΑΜΠΟΣ,orderCount:4,finalValue:30383.55,full_community_id:1080,startingValue:30519.5",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[170405 170402 191203 170407]', 'startingWeight']",['30383.55'],"['startingValue', '1080']","['orderCount', 'ΦΩΤΕΙΝΑΚΗΣ ΑΓΗΣ.ΧΑΡΑΛΑΜΠΟΣ']","['finalValue', '4']",['30519.5'],"['wastePercentage', '26735.0']","['158.0', 'ewc']",['1.0']
516,"waste:399.0,ewc:[170411 191203 191202 160122],startingWeight:17675.0,wastePercentage:2.7,name:ECORAP Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:12,finalValue:10842.375,full_community_id:1212,startingValue:11121.975",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 160122]']",['10842.375'],"['1212', 'startingValue']","['orderCount', 'ECORAP Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)']","['finalValue', '12']",['11121.975'],"['wastePercentage', '17675.0']","['399.0', 'ewc']",['2.7']
517,"ewc:[191202 160216 191203 160106 200101],waste:11886.0,startingWeight:4484116.0,wastePercentage:0.2,orderCount:733,name:ΒΙΑΝΑΤΤ ΑΒΕΕ,full_community_id:991,finalValue:607560.285,startingValue:609856.42",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191202 160216 191203 160106 200101]', 'waste']","['startingValue', '607560.285']","['finalValue', '991']",['ΒΙΑΝΑΤΤ ΑΒΕΕ'],['733'],['609856.42'],"['wastePercentage', '4484116.0']","['11886.0', 'startingWeight']","['0.2', 'orderCount']"
518,"waste:15.0,ewc:[160118 160117 191203],startingWeight:38300.0,wastePercentage:0.2,name:ΓΕΩΡΓΙΟΣ ΔΗΜ. ΓΚΟΥΔΑΛΑΣ,orderCount:5,full_community_id:1094,finalValue:17269.3,startingValue:17288.3",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160118 160117 191203]']","['17269.3', 'startingValue']","['1094', 'finalValue']","['orderCount', 'ΓΕΩΡΓΙΟΣ ΔΗΜ. ΓΚΟΥΔΑΛΑΣ']",['5'],['17288.3'],"['wastePercentage', '38300.0']","['ewc', '15.0']",['0.2']
519,"waste:358.0,ewc:[191203 160122 191202 160214 191212],startingWeight:469950.0,wastePercentage:0.2,name:ΤΟΣΣΟΥΝΙΔΗΣ SCRAP METAL ΜΟΝ.ΙΚΕ(ΤΟΜ,orderCount:48,finalValue:224597.85,full_community_id:1262,startingValue:224889.225",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191203 160122 191202 160214 191212]']",['224597.85'],"['startingValue', '1262']","['ΤΟΣΣΟΥΝΙΔΗΣ SCRAP METAL ΜΟΝ.ΙΚΕ(ΤΟΜ', 'orderCount']","['finalValue', '48']",['224889.225'],"['469950.0', 'wastePercentage']","['ewc', '358.0']",['0.2']
