,Target Entity,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
520,"waste:105.0,ewc:[160122 170405 160118],startingWeight:124920.0,wastePercentage:0.2,name:ΛΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΠΕ(ΤΟΜ.Μ,orderCount:15,full_community_id:1247,finalValue:61407.479999999996,startingValue:61492.33",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[160122 170405 160118]', 'startingWeight']","['startingValue', '61407.479999999996']","['finalValue', '1247']","['orderCount', 'ΛΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΠΕ(ΤΟΜ.Μ']",['15'],['61492.33'],"['wastePercentage', '124920.0']","['105.0', 'ewc']",['0.2']
521,"waste:50.0,ewc:[160118 170411 160122 191203 160106],startingWeight:71305.0,wastePercentage:0.2,name:Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:26,finalValue:39439.55,full_community_id:1235,startingValue:39497.65",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[160118 170411 160122 191203 160106]', 'startingWeight']",['39439.55'],"['startingValue', '1235']","['Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['26', 'finalValue']",['39497.65'],"['71305.0', 'wastePercentage']","['ewc', '50.0']",['0.2']
522,"waste:2469.0,ewc:[191203 191202 191212],startingWeight:1199050.0,wastePercentage:0.4,name:ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ,orderCount:123,full_community_id:1239,finalValue:1138512.965,startingValue:1141014.125",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['1239', 'finalValue']","['orderCount', 'ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ']",['123'],['1141014.125'],"['wastePercentage', '1199050.0']","['2469.0', 'ewc']",['0.4']
523,"waste:1639.0,ewc:[191202 191203 120104],startingWeight:1553385.0,wastePercentage:0.3,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:188,full_community_id:1274,finalValue:1548991.37,startingValue:1551134.91",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191202 191203 120104]', 'startingWeight']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['wastePercentage', '1553385.0']","['1639.0', 'ewc']",['0.3']
524,"waste:650.0,ewc:[170411 170407 191203 191212 191202 170401 170402 170405],startingWeight:198945.0,wastePercentage:0.5,name:ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:34,finalValue:176445.54,full_community_id:1267,startingValue:177066.16",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['1267', 'startingValue']","['orderCount', 'ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '34']",['177066.16'],"['wastePercentage', '198945.0']","['650.0', 'ewc']",['0.5']
525,"waste:169.0,ewc:[170411 191203 191202 191212],startingWeight:35115.0,wastePercentage:0.7,name:GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ,orderCount:18,finalValue:37514.525,full_community_id:1198,startingValue:37721.375",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['1198', 'startingValue']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['wastePercentage', '35115.0']","['169.0', 'ewc']",['0.7']
526,"waste:148.0,ewc:[191203 191202],startingWeight:30450.0,wastePercentage:0.5,name:ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ,orderCount:8,full_community_id:1242,finalValue:35244.575000000004,startingValue:35479.075",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191203 191202]']","['startingValue', '35244.575000000004']","['finalValue', '1242']","['ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ', 'orderCount']",['8'],['35479.075'],"['30450.0', 'wastePercentage']","['148.0', 'ewc']",['0.5']
527,"waste:399.0,ewc:[191202 191203],startingWeight:41537.0,wastePercentage:1.0,name:CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:16,full_community_id:1211,finalValue:41869.36,startingValue:42270.395",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['startingValue', '41869.36']","['1211', 'finalValue']","['orderCount', 'CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['16'],['42270.395'],"['wastePercentage', '41537.0']","['399.0', 'ewc']",['1.0']
528,"waste:525.0,ewc:[200136 200140],startingWeight:5770.0,wastePercentage:5.3,name:GREENFENCE (Α. Γκίνης),orderCount:2,full_community_id:1099,finalValue:3304.25,startingValue:3661.2500000000005",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[200136 200140]', 'startingWeight']","['startingValue', '3304.25']","['finalValue', '1099']","['orderCount', 'GREENFENCE (Α. Γκίνης)']",['2'],['3661.2500000000005'],"['wastePercentage', '5770.0']","['ewc', '525.0']",['5.3']
529,"Free_of:Iron, brass, dirt and other non-metallic items,Categorisation:Nonferrous Scrap - Aluminum,Specifications:Clean aluminum castings which may contain auto and airplane castings but no ingots. Oil and grease not to total more than 2%.,Form:Castings,name:Tense,Title:Mixed Aluminum Castings,Material:Aluminum,full_community_id:76",IS_EQUIVALENT_TO,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],['Nonferrous Scrap - Aluminum'],,,,['Castings'],"[' dirt and other non-metallic items', ' brass', 'Iron']",['Aluminum'],['Clean aluminum castings which may contain auto and airplane castings but no ingots. Oil and grease not to total more than 2%.'],['Mixed Aluminum Castings'],,,['76'],['Tense'],,,,,
530,"waste:2469.0,ewc:[191203 191202 191212],startingWeight:1199050.0,wastePercentage:0.4,name:ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ,orderCount:123,full_community_id:1239,finalValue:1138512.965,startingValue:1141014.125",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΑΝΑΜΕΙΚΤΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP MIXED', 'Category']",['533'],['50062'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['1239', 'finalValue']","['orderCount', 'ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ']",['123'],['1141014.125'],"['wastePercentage', '1199050.0']","['2469.0', 'ewc']",['0.4']
531,"waste:399.0,ewc:[191202 191203],startingWeight:41537.0,wastePercentage:1.0,name:CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:16,full_community_id:1211,finalValue:41869.36,startingValue:42270.395",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΑΝΑΜΕΙΚΤΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP MIXED', 'Category']",['533'],['50062'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['startingValue', '41869.36']","['1211', 'finalValue']","['orderCount', 'CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['16'],['42270.395'],"['wastePercentage', '41537.0']","['399.0', 'ewc']",['1.0']
532,"waste:1617.0,ewc:[160122 191203 170407 170404 170405 170401 170403 170402 160118],startingWeight:292749.0,wastePercentage:1.0,name:RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ,orderCount:105,finalValue:251764.07,full_community_id:1216,startingValue:253208.42",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΑΝΑΜΕΙΚΤΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP MIXED', 'Category']",['533'],['50062'],,,,,,,,,,"['startingWeight', '[160122 191203 170407 170404 170405 170401 170403 170402 160118]']",['251764.07'],"['startingValue', '1216']","['orderCount', 'RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ']","['finalValue', '105']",['253208.42'],"['wastePercentage', '292749.0']","['1617.0', 'ewc']",['1.0']
533,"waste:40.0,ewc:[160801 191203 160122 160118 191202 191212],startingWeight:85646.0,wastePercentage:0.2,name:ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ,orderCount:30,finalValue:65973.51,full_community_id:1246,startingValue:66003.81",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[160801 191203 160122 160118 191202 191212]', 'startingWeight']",['65973.51'],"['startingValue', '1246']","['orderCount', 'ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ']","['finalValue', '30']",['66003.81'],"['wastePercentage', '85646.0']","['ewc', '40.0']",['0.2']
534,"waste:50.0,ewc:[160118 170411 160122 191203 160106],startingWeight:71305.0,wastePercentage:0.2,name:Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:26,finalValue:39439.55,full_community_id:1235,startingValue:39497.65",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[160118 170411 160122 191203 160106]', 'startingWeight']",['39439.55'],"['startingValue', '1235']","['Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['26', 'finalValue']",['39497.65'],"['71305.0', 'wastePercentage']","['ewc', '50.0']",['0.2']
535,"waste:3900.0,ewc:[160106 160117 160801 160122 191202 160118],startingWeight:2427634.0,wastePercentage:0.2,name:ΣΩΤΗΡΙΟΥ Α. ΤΡΑΚΟΠΟΥΛΟΥ Ι. ΕΠΕ (ΤΟΜ,orderCount:516,finalValue:444266.75,full_community_id:1257,startingValue:444924.775",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160106 160117 160801 160122 191202 160118]']",['444266.75'],"['startingValue', '1257']","['ΣΩΤΗΡΙΟΥ Α. ΤΡΑΚΟΠΟΥΛΟΥ Ι. ΕΠΕ (ΤΟΜ', 'orderCount']","['finalValue', '516']",['444924.775'],"['2427634.0', 'wastePercentage']","['3900.0', 'ewc']",['0.2']
536,"waste:2469.0,ewc:[191203 191202 191212],startingWeight:1199050.0,wastePercentage:0.4,name:ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ,orderCount:123,full_community_id:1239,finalValue:1138512.965,startingValue:1141014.125",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['1239', 'finalValue']","['orderCount', 'ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ']",['123'],['1141014.125'],"['wastePercentage', '1199050.0']","['2469.0', 'ewc']",['0.4']
537,"waste:5.0,ewc:[170402 170407],startingWeight:1775.0,wastePercentage:0.4,name:ΑΝΑΚΥΚΛΩΣΗ ΜΕΝΙΔΙΟΥ ΜΟΝ. ΙΚΕ,orderCount:1,full_community_id:1058,finalValue:2875.25,startingValue:2879.75",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[170402 170407]', 'startingWeight']","['2875.25', 'startingValue']","['finalValue', '1058']","['ΑΝΑΚΥΚΛΩΣΗ ΜΕΝΙΔΙΟΥ ΜΟΝ. ΙΚΕ', 'orderCount']",['1'],['2879.75'],"['1775.0', 'wastePercentage']","['ewc', '5.0']",['0.4']
538,"waste:427.0,ewc:[191203 170401 170402 191202 170407 120103 170403 160122],startingWeight:327965.0,wastePercentage:0.3,name:ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ,orderCount:116,finalValue:386102.215,full_community_id:1258,startingValue:386916.24",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[191203 170401 170402 191202 170407 120103 170403 160122]', 'startingWeight']",['386102.215'],"['1258', 'startingValue']","['orderCount', 'ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ']","['finalValue', '116']",['386916.24'],"['wastePercentage', '327965.0']","['427.0', 'ewc']",['0.3']
539,"waste:23.0,ewc:[160801 160118 160122],startingWeight:85877.0,wastePercentage:0.0,name:ΑΦΟΙ ΚΑΤΣΙΑΒΟΥ ΟΕ,orderCount:12,full_community_id:1030,finalValue:74708.4,startingValue:74723.35",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[160801 160118 160122]', 'startingWeight']","['74708.4', 'startingValue']","['finalValue', '1030']","['ΑΦΟΙ ΚΑΤΣΙΑΒΟΥ ΟΕ', 'orderCount']",['12'],['74723.35'],"['wastePercentage', '85877.0']","['ewc', '23.0']",['0.0']
540,"waste:650.0,ewc:[170411 170407 191203 191212 191202 170401 170402 170405],startingWeight:198945.0,wastePercentage:0.5,name:ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:34,finalValue:176445.54,full_community_id:1267,startingValue:177066.16",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['1267', 'startingValue']","['orderCount', 'ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '34']",['177066.16'],"['wastePercentage', '198945.0']","['650.0', 'ewc']",['0.5']
541,"waste:474.0,ewc:[170407 191202 150104 170402 170401 191203],startingWeight:415380.0,wastePercentage:0.2,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.,orderCount:59,finalValue:361317.28,full_community_id:1003,startingValue:361759.65",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[170407 191202 150104 170402 170401 191203]', 'startingWeight']",['361317.28'],"['startingValue', '1003']","['orderCount', 'ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.']","['finalValue', '59']",['361759.65'],"['wastePercentage', '415380.0']","['474.0', 'ewc']",['0.2']
542,"waste:2191.0,ewc:[170407 160122 160118 170402 170401 200140 191203],startingWeight:1800855.0,wastePercentage:0.2,name:ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ,orderCount:243,finalValue:1386786.14,full_community_id:1252,startingValue:1388916.12",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[170407 160122 160118 170402 170401 200140 191203]']",['1386786.14'],"['startingValue', '1252']","['orderCount', 'ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ']","['243', 'finalValue']",['1388916.12'],"['1800855.0', 'wastePercentage']","['2191.0', 'ewc']",['0.2']
543,"waste:1639.0,ewc:[191202 191203 120104],startingWeight:1553385.0,wastePercentage:0.3,name:ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:188,full_community_id:1274,finalValue:1548991.37,startingValue:1551134.91",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[191202 191203 120104]', 'startingWeight']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['wastePercentage', '1553385.0']","['1639.0', 'ewc']",['0.3']
544,"waste:220.0,ewc:[191203 160118],startingWeight:90320.0,wastePercentage:0.2,name:ΚΕΦΑΛΗΝΑΚΗΣ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:8,full_community_id:1243,finalValue:81713.5,startingValue:81904.9",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[191203 160118]']","['startingValue', '81713.5']","['finalValue', '1243']","['orderCount', 'ΚΕΦΑΛΗΝΑΚΗΣ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']",['8'],['81904.9'],"['wastePercentage', '90320.0']","['ewc', '220.0']",['0.2']
545,"waste:964.0,ewc:[160122 191203 191202 191212],startingWeight:1068338.0,wastePercentage:0.2,name:ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ),orderCount:272,finalValue:1468861.155,full_community_id:1245,startingValue:1470152.3800000001",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['orderCount', 'ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)']","['finalValue', '272']",['1470152.3800000001'],"['wastePercentage', '1068338.0']","['ewc', '964.0']",['0.2']
546,"waste:105.0,ewc:[160122 170405 160118],startingWeight:124920.0,wastePercentage:0.2,name:ΛΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΠΕ(ΤΟΜ.Μ,orderCount:15,full_community_id:1247,finalValue:61407.479999999996,startingValue:61492.33",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[160122 170405 160118]', 'startingWeight']","['startingValue', '61407.479999999996']","['finalValue', '1247']","['orderCount', 'ΛΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΠΕ(ΤΟΜ.Μ']",['15'],['61492.33'],"['wastePercentage', '124920.0']","['105.0', 'ewc']",['0.2']
547,"waste:1617.0,ewc:[160122 191203 170407 170404 170405 170401 170403 170402 160118],startingWeight:292749.0,wastePercentage:1.0,name:RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ,orderCount:105,finalValue:251764.07,full_community_id:1216,startingValue:253208.42",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160122 191203 170407 170404 170405 170401 170403 170402 160118]']",['251764.07'],"['startingValue', '1216']","['orderCount', 'RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ']","['finalValue', '105']",['253208.42'],"['wastePercentage', '292749.0']","['1617.0', 'ewc']",['1.0']
548,"waste:2138.0,ewc:[160801 170411 170402 160118 170401 170407 170405 191203],startingWeight:691758.0,wastePercentage:0.3,name:ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ),orderCount:54,finalValue:607650.775,full_community_id:1233,startingValue:609950.6849999999",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['1233', 'startingValue']","['orderCount', 'ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)']","['finalValue', '54']",['609950.6849999999'],"['wastePercentage', '691758.0']","['2138.0', 'ewc']",['0.3']
549,"waste:98985.0,ewc:[191202 160801 191203 160118 160122 170411 191212],startingWeight:6766012.0,orderCount:277,wastePercentage:1.0,name:ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.,full_community_id:1224,finalValue:962668.699,startingValue:975533.679",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[191202 160801 191203 160118 160122 170411 191212]', 'startingWeight']","['startingValue', '962668.699']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
550,"ewc:[191203 191001 191202 191212 160117 160122 160118],waste:20541.0,startingWeight:3914274.0,wastePercentage:0.8,orderCount:681,name:AK METAL SCRAP ΕΠΕ,full_community_id:1064,finalValue:3345442.605,startingValue:3362944.715",SUPPLIES,"['EDescription', 'Non-Ferrous']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['1064', 'finalValue']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['wastePercentage', '3914274.0']","['startingWeight', '20541.0']","['orderCount', '0.8']"
