,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
523,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191202 191203 120104]']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['1553385.0', 'wastePercentage']","['1639.0', 'ewc']",['0.3']
524,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['startingValue', '1267']","['ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['34', 'finalValue']",['177066.16'],"['198945.0', 'wastePercentage']","['650.0', 'ewc']",['0.5']
525,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['startingValue', '1198']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['35115.0', 'wastePercentage']","['169.0', 'ewc']",['0.7']
526,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191203 191202]']","['startingValue', '35244.575000000004']","['1242', 'finalValue']","['ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ', 'orderCount']",['8'],['35479.075'],"['30450.0', 'wastePercentage']","['148.0', 'ewc']",['0.5']
527,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['41869.36', 'startingValue']","['1211', 'finalValue']","['CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['16'],['42270.395'],"['41537.0', 'wastePercentage']","['399.0', 'ewc']",['1.0']
528,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[200136 200140]']","['3304.25', 'startingValue']","['finalValue', '1099']","['GREENFENCE (Α. Γκίνης)', 'orderCount']",['2'],['3661.2500000000005'],"['5770.0', 'wastePercentage']","['525.0', 'ewc']",['5.3']
529,IS_EQUIVALENT_TO,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],['Nonferrous Scrap - Aluminum'],,,,['Castings'],"[' dirt and other non-metallic items', ' brass', 'Iron']",['Aluminum'],['Clean aluminum castings which may contain auto and airplane castings but no ingots. Oil and grease not to total more than 2%.'],['Mixed Aluminum Castings'],,,['76'],['Tense'],,,,,
530,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΑΝΑΜΕΙΚΤΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP MIXED', 'Category']",['533'],['50062'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
531,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΑΝΑΜΕΙΚΤΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP MIXED', 'Category']",['533'],['50062'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['41869.36', 'startingValue']","['1211', 'finalValue']","['CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['16'],['42270.395'],"['41537.0', 'wastePercentage']","['399.0', 'ewc']",['1.0']
532,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΑΝΑΜΕΙΚΤΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP MIXED', 'Category']",['533'],['50062'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
533,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[160801 191203 160122 160118 191202 191212]', 'startingWeight']",['65973.51'],"['1246', 'startingValue']","['ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['30', 'finalValue']",['66003.81'],"['wastePercentage', '85646.0']","['40.0', 'ewc']",['0.2']
534,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160118 170411 160122 191203 160106]']",['39439.55'],"['1235', 'startingValue']","['Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '26']",['39497.65'],"['71305.0', 'wastePercentage']","['50.0', 'ewc']",['0.2']
535,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160106 160117 160801 160122 191202 160118]']",['444266.75'],"['1257', 'startingValue']","['ΣΩΤΗΡΙΟΥ Α. ΤΡΑΚΟΠΟΥΛΟΥ Ι. ΕΠΕ (ΤΟΜ', 'orderCount']","['finalValue', '516']",['444924.775'],"['wastePercentage', '2427634.0']","['3900.0', 'ewc']",['0.2']
536,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
537,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[170402 170407]']","['startingValue', '2875.25']","['finalValue', '1058']","['ΑΝΑΚΥΚΛΩΣΗ ΜΕΝΙΔΙΟΥ ΜΟΝ. ΙΚΕ', 'orderCount']",['1'],['2879.75'],"['1775.0', 'wastePercentage']","['5.0', 'ewc']",['0.4']
538,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[191203 170401 170402 191202 170407 120103 170403 160122]']",['386102.215'],"['startingValue', '1258']","['ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ', 'orderCount']","['finalValue', '116']",['386916.24'],"['327965.0', 'wastePercentage']","['427.0', 'ewc']",['0.3']
539,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160801 160118 160122]']","['startingValue', '74708.4']","['1030', 'finalValue']","['ΑΦΟΙ ΚΑΤΣΙΑΒΟΥ ΟΕ', 'orderCount']",['12'],['74723.35'],"['85877.0', 'wastePercentage']","['23.0', 'ewc']",['0.0']
540,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[170411 170407 191203 191212 191202 170401 170402 170405]', 'startingWeight']",['176445.54'],"['startingValue', '1267']","['ΨΥΧΟΜΑΝΗ ΑΦΟΙ ΙΚΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['34', 'finalValue']",['177066.16'],"['198945.0', 'wastePercentage']","['650.0', 'ewc']",['0.5']
541,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[170407 191202 150104 170402 170401 191203]']",['361317.28'],"['1003', 'startingValue']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.', 'orderCount']","['finalValue', '59']",['361759.65'],"['415380.0', 'wastePercentage']","['474.0', 'ewc']",['0.2']
542,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[170407 160122 160118 170402 170401 200140 191203]']",['1386786.14'],"['startingValue', '1252']","['ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ', 'orderCount']","['243', 'finalValue']",['1388916.12'],"['1800855.0', 'wastePercentage']","['2191.0', 'ewc']",['0.2']
543,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[191202 191203 120104]']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['1553385.0', 'wastePercentage']","['1639.0', 'ewc']",['0.3']
544,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[191203 160118]']","['startingValue', '81713.5']","['finalValue', '1243']","['ΚΕΦΑΛΗΝΑΚΗΣ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['8'],['81904.9'],"['90320.0', 'wastePercentage']","['220.0', 'ewc']",['0.2']
545,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
546,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160122 170405 160118]']","['61407.479999999996', 'startingValue']","['finalValue', '1247']","['ΛΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΠΕ(ΤΟΜ.Μ', 'orderCount']",['15'],['61492.33'],"['124920.0', 'wastePercentage']","['105.0', 'ewc']",['0.2']
547,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
548,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['startingValue', '1233']","['ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '54']",['609950.6849999999'],"['691758.0', 'wastePercentage']","['2138.0', 'ewc']",['0.3']
549,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['startingWeight', '[191202 160801 191203 160118 160122 170411 191212]']","['962668.699', 'startingValue']","['1224', 'finalValue']",['ΑΡΓΥΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ ΟΕ(ΤΟΜ.'],"['277', 'wastePercentage']",['975533.679'],"['6766012.0', 'orderCount']","['98985.0', 'ewc']",['1.0']
550,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΖΑΝΤΕΣ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP RIMS', 'Category']",['534'],['50063'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
551,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
552,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['waste', '[200140]']","['44799.95', 'startingValue']","['finalValue', '997']",['LASERTECH Α.Ε.Β.Ε.'],"['wastePercentage', '45']",['44969.05'],"['48060.0', 'orderCount']","['startingWeight', '195.0']",['0.7']
553,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
554,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
555,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['[191202 170411 200140]', 'waste']","['startingValue', '6032.325']","['finalValue', '980']",['ΕΛΕΜΚΟ ΑΒΕΕ'],"['20', 'wastePercentage']",['6145.225'],"['38400.0', 'orderCount']","['startingWeight', '265.0']",['4.5']
556,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['startingWeight', '[20110]']","['15397.785', 'startingValue']","['1062', 'finalValue']","['FONTANA FOUNTAINS ABEE', 'orderCount']",['9'],['15556.035'],"['17877.0', 'wastePercentage']","['195.0', 'ewc']",['1.8']
557,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['waste', '[191001 191002 191202]']","['startingValue', '147836.575']","['finalValue', '1023']","['ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ', 'orderCount']",['30'],['150042.3'],"['555190.0', 'wastePercentage']","['startingWeight', '15230.0']",['1.7']
558,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
559,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['startingWeight', '[191203 170401 170402 191202 170407 120103 170403 160122]']",['386102.215'],"['startingValue', '1258']","['ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ', 'orderCount']","['finalValue', '116']",['386916.24'],"['327965.0', 'wastePercentage']","['427.0', 'ewc']",['0.3']
560,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΓΡΕΖΙ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TURNINGS', 'Category']",['535'],['50064'],,,,,,,,,,"['startingWeight', '[170407 160122 160118 170402 170401 200140 191203]']",['1386786.14'],"['startingValue', '1252']","['ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ', 'orderCount']","['243', 'finalValue']",['1388916.12'],"['1800855.0', 'wastePercentage']","['2191.0', 'ewc']",['0.2']
561,SUPPLIES,['Non-Ferrous'],,,,['536'],['50065'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
562,SUPPLIES,['Non-Ferrous'],,,,['536'],['50065'],,,,,,,,,,"['waste', '[200140]']",['6374.9'],"['965', 'startingValue']","['ΣΝΑΪΝΤΕΡ ΕΛΕΚΤΡΙΚ ΑΕΒΕ', 'orderCount']","['finalValue', '1']",['6488.3'],"['6705.0', 'wastePercentage']","['startingWeight', '130.0']",['9.1']
563,SUPPLIES,['Non-Ferrous'],,,,['536'],['50065'],,,,,,,,,,"['[120103]', 'startingWeight']","['startingValue', '403453.445']","['finalValue', '1214']","['ENVIRONMETAL ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ', 'orderCount']",['130'],['408200.305'],"['343480.0', 'wastePercentage']","['3885.0', 'ewc']",['1.2']
564,SUPPLIES,['Non-Ferrous'],,,,['536'],['50065'],,,,,,,,,,"['startingWeight', '[170402]']","['startingValue', '47115.55335']","['finalValue', '959']","['ΕΛΛΗΝΙΚΗ ΑΕΡΟΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΑ ΑΕ', 'orderCount']",['6'],['47567.7918'],"['wastePercentage', '67600.0']","['605.0', 'ewc']",['0.8']
565,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['startingWeight', '[160118]']","['startingValue', '336.0']","['1008', 'finalValue']","['Κ.Ο.ΑΝ.Ο.', 'orderCount']",['1'],['339.0'],"['565.0', 'wastePercentage']","['5.0', 'ewc']",['0.9']
566,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['startingWeight', '[170401 170402 170407 170405]']",['91280.36'],"['1028', 'startingValue']","['ΧΑΤΖΗΙΩΑΝΝΟΥ Π. & Ι. ΟΕ', 'orderCount']","['finalValue', '18']",['91373.5'],"['44097.0', 'wastePercentage']","['57.0', 'ewc']",['0.1']
567,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
568,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['waste', '[191203]']",['3972.5'],"['1017', 'startingValue']","['ΜΟΥΣΙΚΟΣ Σ.ΑΒΕ-Ν.Ε.', 'orderCount']","['finalValue', '1']",['3979.5'],"['5685.0', 'wastePercentage']","['startingWeight', '10.0']",['0.2']
569,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['[160118 160117 191203]', 'startingWeight']","['17269.3', 'startingValue']","['finalValue', '1094']","['ΓΕΩΡΓΙΟΣ ΔΗΜ. ΓΚΟΥΔΑΛΑΣ', 'orderCount']",['5'],['17288.3'],"['38300.0', 'wastePercentage']","['15.0', 'ewc']",['0.2']
570,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
571,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['[160801 191203 160122 160118 191202 191212]', 'startingWeight']",['65973.51'],"['1246', 'startingValue']","['ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['30', 'finalValue']",['66003.81'],"['wastePercentage', '85646.0']","['40.0', 'ewc']",['0.2']
572,SUPPLIES,['Non-Ferrous'],,,"['ALUMINUM SCRAP TALLY AS PER ISRI', 'Category']",['537'],['50066'],,,,,,,,,,"['startingWeight', '[191202 191203 120104]']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['1553385.0', 'wastePercentage']","['1639.0', 'ewc']",['0.3']
