,Relationship,Category_src,Description_src,EDescription_src,GDescription_src,full_community_id_src,name_src,Categorisation_trg,Category_trg,Description_trg,Dimensions_trg,Form_trg,Free_of_trg,Material_trg,Specifications_trg,Title_trg,ewc_trg,finalValue_trg,full_community_id_trg,name_trg,orderCount_trg,startingValue_trg,startingWeight_trg,waste_trg,wastePercentage_trg
475,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['waste', '[191001 191002 191202]']","['startingValue', '147836.575']","['finalValue', '1023']","['ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ', 'orderCount']",['30'],['150042.3'],"['555190.0', 'wastePercentage']","['startingWeight', '15230.0']",['1.7']
476,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[200140]']","['startingValue', '35329.2']","['finalValue', '1078']","['VENUS HOUSEWARE IKE', 'orderCount']",['15'],['35338.4'],"['64960.0', 'wastePercentage']","['10.0', 'ewc']",['0.0']
477,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[200140 170405 150104 191202 200136 120101 191203]']","['37799.4899', 'startingValue']","['1052', 'finalValue']",['ΕΛΛΗΝΙΚΑ ΚΑΛΩΔΙΑ ΕΛΛ.ΒΙΟΜ.ΚΑΛΩΔ.ΜΟΝ'],"['49', 'wastePercentage']",['43003.5199'],"['330771.0', 'orderCount']","['48127.0', 'ewc']",['11.9']
478,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[200140 191203]']",['23773.07'],"['startingValue', '995']","['ΔΗΜΑΣ ΑΕΒΕ', 'orderCount']","['finalValue', '6']",['26014.45'],"['19860.0', 'wastePercentage']","['1650.0', 'ewc']",['9.5']
479,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 160122]']",['10842.375'],"['startingValue', '1212']","['ECORAP Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '12']",['11121.975'],"['17675.0', 'wastePercentage']","['399.0', 'ewc']",['2.7']
480,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[191202 170411 200140]', 'waste']","['startingValue', '6032.325']","['finalValue', '980']",['ΕΛΕΜΚΟ ΑΒΕΕ'],"['20', 'wastePercentage']",['6145.225'],"['38400.0', 'orderCount']","['startingWeight', '265.0']",['4.5']
481,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[191203 191202]']","['startingValue', '35244.575000000004']","['1242', 'finalValue']","['ΟΙΚΟ ΚΥΚΛΙΟΣ ΑΝΑΚΥΚΛΩΣΗ ΑΒΕΕ (ΤΟΜ.Μ', 'orderCount']",['8'],['35479.075'],"['30450.0', 'wastePercentage']","['148.0', 'ewc']",['0.5']
482,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[160122 160801 191203 160118]']",['425840.95'],"['startingValue', '1237']","['ΚΑΘΕΡΗΣ ΑΒΕΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '47']",['426747.875'],"['366358.0', 'wastePercentage']","['845.0', 'ewc']",['0.1']
483,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[191202 191203 120104]']","['startingValue', '1548991.37']","['finalValue', '1274']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']",['188'],['1551134.91'],"['1553385.0', 'wastePercentage']","['1639.0', 'ewc']",['0.3']
484,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[170402 170405]', 'waste']","['startingValue', '18926.985']","['finalValue', '1041']",['ELVAL COLOUR AE'],"['wastePercentage', '9']",['19089.405000000002'],"['110902.0', 'orderCount']","['startingWeight', '285.0']",['2.8']
485,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[160801 191203 160122 160118 191202 191212]', 'startingWeight']",['65973.51'],"['1246', 'startingValue']","['ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['30', 'finalValue']",['66003.81'],"['wastePercentage', '85646.0']","['40.0', 'ewc']",['0.2']
486,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['waste', '[200140]']","['44799.95', 'startingValue']","['finalValue', '997']",['LASERTECH Α.Ε.Β.Ε.'],"['wastePercentage', '45']",['44969.05'],"['48060.0', 'orderCount']","['startingWeight', '195.0']",['0.7']
487,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
488,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[170407 191202 150104 170402 170401 191203]']",['361317.28'],"['1003', 'startingValue']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.', 'orderCount']","['finalValue', '59']",['361759.65'],"['415380.0', 'wastePercentage']","['474.0', 'ewc']",['0.2']
489,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[200136 170411 170402 160104 120101]']","['startingValue', '25870.795000000002']","['finalValue', '1053']",['ΣΩΛΗΝΟΥΡΓΕΙΑ ΚΟΡΙΝΘΟΥ ΒΙΟΜ. ΣΩΛΗΝΩΝ'],"['34', 'wastePercentage']",['36846.945'],"['265537.0', 'orderCount']","['54535.0', 'ewc']",['11.7']
490,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['waste', '[200140]']",['6374.9'],"['965', 'startingValue']","['ΣΝΑΪΝΤΕΡ ΕΛΕΚΤΡΙΚ ΑΕΒΕ', 'orderCount']","['finalValue', '1']",['6488.3'],"['6705.0', 'wastePercentage']","['startingWeight', '130.0']",['9.1']
491,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[200140]']","['300.3', 'startingValue']","['finalValue', '711']","['EMMIS ΑΒΕΕ', 'orderCount']",['1'],['300.3'],"['455.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
492,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,,,['1195'],['ΕΡΓΟΣΤΑΣΙΟ ΣΟΥΣΑΚΙΟΥ 1510'],,,,,
493,,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,['[170405 150104 200140 200136 170402 120101 191202 191203 160106 120104'],,,,,,,,
494,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
495,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[191202 191203]']","['41869.36', 'startingValue']","['1211', 'finalValue']","['CRETA ECO PHOENIX ΑΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['16'],['42270.395'],"['41537.0', 'wastePercentage']","['399.0', 'ewc']",['1.0']
496,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
497,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['waste', '[191203 170401]']","['22435.5', 'startingValue']","['finalValue', '999']",['W.A.T.T. A.E.'],"['6', 'wastePercentage']",['22491.4'],"['31750.0', 'orderCount']","['startingWeight', '65.0']",['0.3']
498,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,,,['1038'],['ΕΛΛΗΝΙΚΟΣ ΣΤΡΑΤΟΣ'],,,,,
499,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΜΑΛΑΚΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TAINT TABOR AS PER ISRI', 'Category']",['531'],['50060'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 191212]']",['37514.525'],"['startingValue', '1198']","['GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Μ', 'orderCount']","['finalValue', '18']",['37721.375'],"['35115.0', 'wastePercentage']","['169.0', 'ewc']",['0.7']
500,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[160801 191203 160122 160118 191202 191212]', 'startingWeight']",['65973.51'],"['1246', 'startingValue']","['ΛΑΒΔΑΡΑΣ ΧΡΗΣΤΟΣ & ΥΙΟΙ ΟΕ (ΤΟΜ.ΜΕΤ', 'orderCount']","['30', 'finalValue']",['66003.81'],"['wastePercentage', '85646.0']","['40.0', 'ewc']",['0.2']
501,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170407 160122 160118 170402 170401 200140 191203]']",['1386786.14'],"['startingValue', '1252']","['ΣΙΔΗΡΟΣΚΡΑΠ EΜΠΟΡΙΚΗ ΕΠΕ (ΤΟΜ.ΜΕΤΑΛ', 'orderCount']","['243', 'finalValue']",['1388916.12'],"['1800855.0', 'wastePercentage']","['2191.0', 'ewc']",['0.2']
502,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170402]']","['5577.049999999999', 'startingValue']","['958', 'finalValue']","['ΕΛΒΑΝ ΑΒΕΕ', 'orderCount']",['1'],['5577.049999999999'],"['7855.0', 'wastePercentage']","['0.0', 'ewc']",['0.0']
503,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160122 191203 191202 191212]']",['1468861.155'],"['startingValue', '1245']","['ΚΟΣΜΙΔΗΣ Δ. & ΣΙΑ ΕΕ (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '272']",['1470152.3800000001'],"['1068338.0', 'wastePercentage']","['964.0', 'ewc']",['0.2']
504,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170401 170402 170407 170405]']",['91280.36'],"['1028', 'startingValue']","['ΧΑΤΖΗΙΩΑΝΝΟΥ Π. & Ι. ΟΕ', 'orderCount']","['finalValue', '18']",['91373.5'],"['44097.0', 'wastePercentage']","['57.0', 'ewc']",['0.1']
505,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170407 191202 150104 170402 170401 191203]']",['361317.28'],"['1003', 'startingValue']","['ΑΦΟΙ ΜΠΟΥΡΑ Ο.Ε.', 'orderCount']","['finalValue', '59']",['361759.65'],"['415380.0', 'wastePercentage']","['474.0', 'ewc']",['0.2']
506,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['waste', '[191203 191001 191202 191212 160117 160122 160118]']","['startingValue', '3345442.605']","['finalValue', '1064']",['AK METAL SCRAP ΕΠΕ'],['681'],['3362944.715'],"['3914274.0', 'wastePercentage']","['startingWeight', '20541.0']","['0.8', 'orderCount']"
507,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191202 191203 120101]', 'startingWeight']","['startingValue', '383867.245']","['finalValue', '1044']","['ΜΙΧΑΛΟΠΟΥΛΟΣ Φ. ΑΝΑΣΤΑΣΙΟΣ', 'orderCount']",['138'],['384503.1'],"['wastePercentage', '357280.0']","['543.0', 'ewc']",['0.2']
508,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191203 170401 170402 191202 170407 120103 170403 160122]']",['386102.215'],"['startingValue', '1258']","['ΣΩΤΗΡΙΟΥ ΔΗΜΗΤΡΙΟΣ ΜΟΝ. ΕΠΕ (ΤΟΜ.ΜΕ', 'orderCount']","['finalValue', '116']",['386916.24'],"['327965.0', 'wastePercentage']","['427.0', 'ewc']",['0.3']
509,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160801 170411 170402 160118 170401 170407 170405 191203]']",['607650.775'],"['startingValue', '1233']","['ΘΩΜΑΔΑΚΗΣ Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '54']",['609950.6849999999'],"['691758.0', 'wastePercentage']","['2138.0', 'ewc']",['0.3']
510,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160122 160801 191203 160118]']",['425840.95'],"['startingValue', '1237']","['ΚΑΘΕΡΗΣ ΑΒΕΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '47']",['426747.875'],"['366358.0', 'wastePercentage']","['845.0', 'ewc']",['0.1']
511,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191203 160118]']","['startingValue', '81713.5']","['finalValue', '1243']","['ΚΕΦΑΛΗΝΑΚΗΣ Ε.Π.Ε. (ΤΟΜ.ΜΕΤΑΛΛΟΥ)', 'orderCount']",['8'],['81904.9'],"['90320.0', 'wastePercentage']","['220.0', 'ewc']",['0.2']
512,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['waste', '[191001 191002 191202]']","['startingValue', '147836.575']","['finalValue', '1023']","['ΠΑΠΑΛΕΞΗΣ Ι. & Ε. ΙΚΕ', 'orderCount']",['30'],['150042.3'],"['555190.0', 'wastePercentage']","['startingWeight', '15230.0']",['1.7']
513,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[160122 191203 170407 170404 170405 170401 170403 170402 160118]', 'startingWeight']",['251764.07'],"['1216', 'startingValue']","['RISE ΜΟΝΟΠΡΟΣΩΠΗ ΑΕ (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟ', 'orderCount']","['finalValue', '105']",['253208.42'],"['292749.0', 'wastePercentage']","['1617.0', 'ewc']",['1.0']
514,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['startingValue', '43370.5']","['finalValue', '1205']","['ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΜΕΤΑΛΛ', 'orderCount']",['10'],['43522.75'],"['49095.0', 'wastePercentage']","['185.0', 'ewc']",['0.3']
515,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170405 170402 191203 170407]']",['30383.55'],"['1080', 'startingValue']","['ΦΩΤΕΙΝΑΚΗΣ ΑΓΗΣ.ΧΑΡΑΛΑΜΠΟΣ', 'orderCount']","['finalValue', '4']",['30519.5'],"['wastePercentage', '26735.0']","['158.0', 'ewc']",['1.0']
516,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[170411 191203 191202 160122]']",['10842.375'],"['startingValue', '1212']","['ECORAP Α.Ε. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '12']",['11121.975'],"['17675.0', 'wastePercentage']","['399.0', 'ewc']",['2.7']
517,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['waste', '[191202 160216 191203 160106 200101]']","['startingValue', '607560.285']","['finalValue', '991']",['ΒΙΑΝΑΤΤ ΑΒΕΕ'],['733'],['609856.42'],"['4484116.0', 'wastePercentage']","['startingWeight', '11886.0']","['0.2', 'orderCount']"
518,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[160118 160117 191203]', 'startingWeight']","['17269.3', 'startingValue']","['finalValue', '1094']","['ΓΕΩΡΓΙΟΣ ΔΗΜ. ΓΚΟΥΔΑΛΑΣ', 'orderCount']",['5'],['17288.3'],"['38300.0', 'wastePercentage']","['15.0', 'ewc']",['0.2']
519,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[191203 160122 191202 160214 191212]']",['224597.85'],"['startingValue', '1262']","['ΤΟΣΣΟΥΝΙΔΗΣ SCRAP METAL ΜΟΝ.ΙΚΕ(ΤΟΜ', 'orderCount']","['finalValue', '48']",['224889.225'],"['469950.0', 'wastePercentage']","['358.0', 'ewc']",['0.2']
520,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160122 170405 160118]']","['61407.479999999996', 'startingValue']","['finalValue', '1247']","['ΛΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ & ΣΙΑ ΕΠΕ(ΤΟΜ.Μ', 'orderCount']",['15'],['61492.33'],"['124920.0', 'wastePercentage']","['105.0', 'ewc']",['0.2']
521,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['startingWeight', '[160118 170411 160122 191203 160106]']",['39439.55'],"['1235', 'startingValue']","['Κ.Ο.ΑΝ.Ο. (ΤΟΜΕΑΣ ΜΕΤΑΛΛΟΥ)', 'orderCount']","['finalValue', '26']",['39497.65'],"['71305.0', 'wastePercentage']","['50.0', 'ewc']",['0.2']
522,SUPPLIES,"['Non-Ferrous', 'EDescription']",,['ΣΚΡΑΠ ΣΚΛΗΡΟΥ ΑΛΟΥΜΙΝΙΟΥ'],"['ALUMINUM SCRAP TENSE AS PER ISRI', 'Category']",['532'],['50061'],,,,,,,,,,"['[191203 191202 191212]', 'startingWeight']","['1138512.965', 'startingValue']","['finalValue', '1239']","['ΚΑΤΣΟΥΛΗΣ ΑΓΓΕΛΟΣ ΜΟΝ.ΕΠΕ (ΤΟΜ.ΜΕΤΑ', 'orderCount']",['123'],['1141014.125'],"['1199050.0', 'wastePercentage']","['2469.0', 'ewc']",['0.4']
